ea_id,com_cg01,com_cg02,com_cg03,com_cg04,com_cg05,com_cg06,com_cg07,com_cg08,com_cg09,com_cg10,com_cg11,com_cg12,com_cg13,com_cg14,com_cg15,com_cg16,com_cg17,com_cg18,com_cg19,com_cg20,com_cg21,com_cg22,com_cg23,com_cg24,com_cg25,com_cg26,com_cg27,com_cg28,com_cg29,com_cg30,com_cg31,com_cg32,com_cg33,com_cg34
30503685,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,WORSE,MUCH WORSE,MUCH BETTER,MUCH WORSE,MUCH WORSE,BETTER,BETTER,BETTER,BETTER,WORSE,NOT APPLICABLE,NOT APPLICABLE,BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,MUCH WORSE,BETTER,WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,BETTER,BETTER,1
30504518,MUCH WORSE,MUCH BETTER,MUCH BETTER,BETTER,NOT APPLICABLE,WORSE,WORSE,MUCH WORSE,MUCH WORSE,MUCH BETTER,MUCH WORSE,BETTER,MUCH BETTER,MUCH BETTER,WORSE,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,WORSE,MUCH WORSE,BETTER,WORSE,MUCH WORSE,MUCH WORSE,MUCH BETTER,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,1
30602235,WORSE,MUCH BETTER,MUCH BETTER,BETTER,NOT APPLICABLE,BETTER,NOT APPLICABLE,WORSE,BETTER,BETTER,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,WORSE,BETTER,NOT APPLICABLE,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,MUCH BETTER,2
30620196,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,WORSE,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,MUCH BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,NOT APPLICABLE,9
30703381,BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,ABOUT THE SAME,WORSE,ABOUT THE SAME,WORSE,4
30704313,WORSE,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,NOT APPLICABLE,NOT APPLICABLE,BETTER,BETTER,BETTER,WORSE,ABOUT THE SAME,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,WORSE,WORSE,WORSE,3
30705391,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,WORSE,WORSE,WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,NOT APPLICABLE,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,WORSE,ABOUT THE SAME,WORSE,WORSE,NOT APPLICABLE,2
30706619,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,MUCH BETTER,BETTER,WORSE,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,WORSE,BETTER,BETTER,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,3
30708665,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,WORSE,WORSE,MUCH WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,BETTER,WORSE,ABOUT THE SAME,WORSE,WORSE,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,4
30709438,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,NOT APPLICABLE,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,3
30710079,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,ABOUT THE SAME,BETTER,ABOUT THE SAME,ABOUT THE SAME,2
30711684,MUCH WORSE,WORSE,WORSE,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,MUCH WORSE,ABOUT THE SAME,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,BETTER,MUCH BETTER,MUCH BETTER,WORSE,WORSE,WORSE,ABOUT THE SAME,WORSE,WORSE,WORSE,3
30801672,ABOUT THE SAME,BETTER,BETTER,BETTER,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,NOT APPLICABLE,BETTER,MUCH BETTER,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,4
30801679,ABOUT THE SAME,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,NOT APPLICABLE,MUCH WORSE,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,NOT APPLICABLE,BETTER,BETTER,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,WORSE,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,4
30803115,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,WORSE,NOT APPLICABLE,WORSE,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,WORSE,WORSE,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,WORSE,4
30804416,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,MUCH BETTER,MUCH BETTER,WORSE,MUCH BETTER,MUCH BETTER,BETTER,MUCH BETTER,BETTER,BETTER,4
30805259,BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,MUCH WORSE,NOT APPLICABLE,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH WORSE,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,WORSE,WORSE,WORSE,WORSE,ABOUT THE SAME,3
30806611,WORSE,WORSE,WORSE,MUCH WORSE,MUCH WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,MUCH WORSE,MUCH WORSE,MUCH BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,WORSE,WORSE,MUCH WORSE,BETTER,MUCH WORSE,WORSE,BETTER,WORSE,ABOUT THE SAME,MUCH WORSE,WORSE,WORSE,ABOUT THE SAME,3
30901054,BETTER,ABOUT THE SAME,BETTER,NOT APPLICABLE,NOT APPLICABLE,WORSE,NOT APPLICABLE,WORSE,ABOUT THE SAME,BETTER,WORSE,BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH WORSE,WORSE,BETTER,BETTER,MUCH WORSE,ABOUT THE SAME,NOT APPLICABLE,MUCH BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,ABOUT THE SAME,WORSE,BETTER,BETTER,3
30901475,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,NOT APPLICABLE,BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,BETTER,ABOUT THE SAME,BETTER,ABOUT THE SAME,4
30901603,BETTER,MUCH BETTER,MUCH BETTER,BETTER,NOT APPLICABLE,WORSE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,WORSE,ABOUT THE SAME,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,NOT APPLICABLE,WORSE,BETTER,BETTER,WORSE,WORSE,4
31001333,BETTER,BETTER,BETTER,WORSE,NOT APPLICABLE,WORSE,WORSE,ABOUT THE SAME,WORSE,ABOUT THE SAME,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,ABOUT THE SAME,WORSE,WORSE,BETTER,WORSE,WORSE,NOT APPLICABLE,BETTER,WORSE,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,BETTER,BETTER,BETTER,BETTER,1
31001749,BETTER,WORSE,WORSE,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,BETTER,MUCH WORSE,MUCH WORSE,WORSE,BETTER,WORSE,WORSE,MUCH WORSE,BETTER,WORSE,BETTER,MUCH WORSE,NOT APPLICABLE,MUCH BETTER,WORSE,BETTER,BETTER,BETTER,1
31002169,BETTER,ABOUT THE SAME,BETTER,ABOUT THE SAME,WORSE,WORSE,WORSE,ABOUT THE SAME,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,WORSE,BETTER,WORSE,BETTER,NOT APPLICABLE,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,2
31004312,ABOUT THE SAME,WORSE,WORSE,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH WORSE,WORSE,WORSE,BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,WORSE,MUCH BETTER,MUCH BETTER,BETTER,WORSE,BETTER,MUCH BETTER,BETTER,WORSE,ABOUT THE SAME,2
31006556,BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,WORSE,BETTER,ABOUT THE SAME,BETTER,BETTER,MUCH BETTER,BETTER,2
31007335,ABOUT THE SAME,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,ABOUT THE SAME,BETTER,WORSE,WORSE,MUCH WORSE,BETTER,BETTER,MUCH BETTER,WORSE,WORSE,WORSE,ABOUT THE SAME,BETTER,WORSE,BETTER,1
31108703,BETTER,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,WORSE,BETTER,WORSE,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,BETTER,WORSE,BETTER,ABOUT THE SAME,BETTER,MUCH WORSE,ABOUT THE SAME,BETTER,BETTER,BETTER,4
31201007,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,BETTER,BETTER,WORSE,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,BETTER,WORSE,MUCH WORSE,BETTER,BETTER,BETTER,BETTER,2
31201104,BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,NOT APPLICABLE,WORSE,BETTER,BETTER,BETTER,BETTER,2
31201197,ABOUT THE SAME,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,NOT APPLICABLE,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,NOT APPLICABLE,BETTER,BETTER,BETTER,WORSE,NOT APPLICABLE,WORSE,BETTER,BETTER,BETTER,BETTER,2
31201516,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,NOT APPLICABLE,BETTER,WORSE,BETTER,WORSE,NOT APPLICABLE,WORSE,WORSE,ABOUT THE SAME,WORSE,ABOUT THE SAME,4
31204618,WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,MUCH BETTER,BETTER,BETTER,ABOUT THE SAME,NOT APPLICABLE,WORSE,BETTER,BETTER,BETTER,ABOUT THE SAME,2
31432523,WORSE,MUCH BETTER,MUCH BETTER,BETTER,WORSE,BETTER,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,WORSE,BETTER,BETTER,BETTER,BETTER,30
31432676,BETTER,MUCH BETTER,MUCH BETTER,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,MUCH BETTER,BETTER,BETTER,MUCH BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,MUCH BETTER,BETTER,BETTER,WORSE,BETTER,WORSE,BETTER,BETTER,WORSE,MUCH WORSE,BETTER,BETTER,BETTER,WORSE,50
31435120,MUCH BETTER,MUCH BETTER,MUCH BETTER,WORSE,MUCH BETTER,WORSE,WORSE,WORSE,MUCH BETTER,BETTER,BETTER,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,MUCH BETTER,BETTER,WORSE,320
31435753,ABOUT THE SAME,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,MUCH BETTER,WORSE,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,WORSE,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,20
31436695,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,MUCH WORSE,MUCH WORSE,WORSE,BETTER,WORSE,ABOUT THE SAME,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,WORSE,ABOUT THE SAME,ABOUT THE SAME,MUCH WORSE,WORSE,ABOUT THE SAME,BETTER,WORSE,MUCH WORSE,BETTER,ABOUT THE SAME,WORSE,WORSE,WORSE,400
31438690,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,BETTER,ABOUT THE SAME,BETTER,BETTER,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,ABOUT THE SAME,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,WORSE,110
31439102,WORSE,BETTER,BETTER,NOT APPLICABLE,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,WORSE,BETTER,ABOUT THE SAME,WORSE,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,WORSE,MUCH WORSE,BETTER,BETTER,BETTER,BETTER,WORSE,75
31441389,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,BETTER,MUCH WORSE,MUCH WORSE,WORSE,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,WORSE,BETTER,BETTER,BETTER,MUCH WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,BETTER,WORSE,WORSE,WORSE,147
31442394,WORSE,MUCH BETTER,MUCH BETTER,BETTER,MUCH BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,BETTER,MUCH BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,100
31443108,WORSE,BETTER,BETTER,MUCH BETTER,MUCH BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,4000
31443270,BETTER,BETTER,BETTER,WORSE,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,BETTER,60
31532674,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,WORSE,3
31533095,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,WORSE,ABOUT THE SAME,BETTER,WORSE,WORSE,2
31536118,BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,WORSE,WORSE,WORSE,WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,BETTER,BETTER,WORSE,ABOUT THE SAME,WORSE,WORSE,BETTER,BETTER,BETTER,ABOUT THE SAME,4
31536751,BETTER,BETTER,BETTER,BETTER,MUCH WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,BETTER,BETTER,WORSE,WORSE,2
31539670,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,ABOUT THE SAME,WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,BETTER,MUCH WORSE,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,WORSE,2
31540419,BETTER,BETTER,BETTER,BETTER,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,WORSE,WORSE,ABOUT THE SAME,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,WORSE,WORSE,3
31545384,BETTER,BETTER,BETTER,BETTER,MUCH WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,BETTER,BETTER,WORSE,WORSE,3
31546760,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,MUCH WORSE,MUCH WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,WORSE,BETTER,BETTER,BETTER,WORSE,2
31550254,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,WORSE,3
31552686,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,BETTER,BETTER,WORSE,WORSE,3
31554613,MUCH WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,WORSE,WORSE,WORSE,WORSE,MUCH BETTER,MUCH BETTER,BETTER,WORSE,WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,WORSE,MUCH WORSE,MUCH WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,WORSE,2
31555614,ABOUT THE SAME,BETTER,BETTER,BETTER,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,WORSE,NOT APPLICABLE,NOT APPLICABLE,WORSE,BETTER,BETTER,WORSE,BETTER,MUCH BETTER,MUCH BETTER,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,3
