country,adm1,adm2,adm3,adm4,lat,lon,GPS_level,hhID,fieldID,plotID,crop,season,plot_area_measured_ha,plot_area_reported_ha,plot_area_reported_localUnit,localUnit_area,crop_area_share,planting_year,planting_month,harvest_year_begin,harvest_month_begin,harvest_year_end,harvest_month_end,harvest_year,harvest_month,dataset_name,dataset_doi
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150028,rg01,r01,maize,major,0.1214056967174637,0.4046856422353577,1.0,acre,100.0,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150028,rg02,r02,maize,major,2.589988150774853,0.4046856422353577,1.0,acre,100.0,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150028,rg03,r03,groundnut,major,0.0404685642235357,0.1011714105588394,0.25,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620053,rg01,r01,maize,major,0.3642170699181091,0.4046856422353577,1.0,acre,,2012.0,12.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150060,rg01,r01,maize,major,0.4451542064588935,0.4046856422353577,1.0,acre,,2012.0,11.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620184,rg01,r01,maize,major,0.2428113934349274,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620184,rg01,r01,groundnut,major,0.2428113934349274,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620184,rg02,r02,maize,major,0.283279945517894,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620184,rg02,r02,soyabean,major,0.283279945517894,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150022,rg01,r01,maize,major,0.5665598991295008,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150022,rg02,r02,maize,major,0.1618742609409995,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620042,rg01,r01,maize,major,0.6920124482224617,0.8093712844707154,2.0,acre,,2012.0,12.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620042,rg01,r01,groundnut,major,0.6920124482224617,0.8093712844707154,2.0,acre,50.0,2012.0,12.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620042,rg01,r01,maize,major,0.3561233651671148,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620042,rg01,r01,groundnut,major,0.3561233651671148,0.4046856422353577,1.0,acre,75.0,2012.0,12.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150074,rg01,r01,maize,major,0.1214056967174637,0.1214056967174637,0.30000001,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150074,rg02,r02,maize,major,0.0809371284470715,0.0404685642235357,0.1,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150074,rg03,r03,maize,major,0.283279945517894,0.2023428211176788,0.5,acre,100.0,2012.0,12.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150074,rg04,r04,maize,major,0.0404685642235357,0.0404685642235357,0.1,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620064,rg01,r01,maize,major,0.3237485178351426,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620064,rg01,r01,pumpkin leaves,major,0.3237485178351426,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620064,rg02,r02,groundnut,major,0.1214056967174637,0.1011714105588394,0.25,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620064,rg03,r03,beans,major,0.1618742609409995,0.1011714105588394,0.25,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620064,rg01,r01,maize,major,0.1214056967174637,0.2023428211176788,0.5,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150038,rg01,r01,maize,major,0.1618742609409995,0.0404685642235357,0.1,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150038,rg02,r02,maize,major,0.2023428211176788,0.0404685642235357,0.1,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620031,rg01,r01,maize,major,1.2545254504610446,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150021,rg01,r01,maize,major,0.4046856422353577,0.5058570527941971,1.25,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150021,rg01,r01,beans,major,0.4046856422353577,0.5058570527941971,1.25,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620162,rg01,r01,maize,major,0.7284341560236438,0.8093712844707154,2.0,acre,,2012.0,12.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620162,rg01,r01,sunflower,major,0.7284341560236438,0.8093712844707154,2.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620162,rg02,r02,maize,major,0.6070284633530365,1.214056926706073,3.0,acre,,2013.0,12.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620162,rg03,r03,sweet potato,major,0.0809371284470715,0.1214056967174637,0.30000001,acre,,2012.0,1.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.52838,33.21675,3,101015620162,rg01,r01,maize,major,0.2428113934349274,0.2023428211176788,0.5,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.758098,33.352994,3,101015620162,rg01,r01,maize,major,0.1214056967174637,0.2023428211176788,0.5,acre,,2012.0,12.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
