country,year,varName_harmonized,dataset_name,dataset_doi,varName_source,varLabel_source,comment,pctMissing_source,pctMissing_harmonized
Malawi,2010,GPS_level,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,adm1,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,adm2,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,hh_a01,district,,0.0,0.0
Malawi,2010,adm3,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,adm4,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,country,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,crop,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g0d; ag_m0d; ag_p0d,CROP CODE; TREE/PERMANENT CROP CODE,"Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",31.248669260399126,31.248669260399126
Malawi,2010,crop_area_share,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately how much of the [PLOT] is under [CROP]?","The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",93.78258203005213,95.22482240675144
Malawi,2010,dataset_doi,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,dataset_name,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,fieldID,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,The 2010 survey wave of the IHS did not record any field-identifiers but exclusively used plot-identifiers.,,
Malawi,2010,harvest_month,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,harvest_month_begin,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g12a; ag_m12a; ag_p06a,What were the months when the harvest started and ended? (START); What was the last completed production period for[TREE/PERM CROP]?(START MONTH),,32.74103323461665,32.74103323461665
Malawi,2010,harvest_month_end,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g12b; ag_m12b; ag_p06c,What were the months when the harvest started and ended? (END); What was the last completed production period for[TREE/PERM CROP]?(END MONTH),,32.79910187174574,32.79910187174574
Malawi,2010,harvest_year,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,harvest_year_begin,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_p06b,What was the last completed production period for[TREE/PERM CROP]?(START YEAR),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",54.02601548160562,88.84888604997774
Malawi,2010,harvest_year_end,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_p06d,What was the last completed production period for[TREE/PERM CROP]?(END YEAR),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",54.02601548160562,88.84888604997774
Malawi,2010,hhID,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,case_id,Unique HH Identifier,,0.0,0.0
Malawi,2010,lat,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,lat_modified,EA Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.0,0.0
Malawi,2010,localUnit_area,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c04b; ag_j05b; ag_p02b,What is the area of this [PLOT]? (Unit); What is the area of this [PLOT]? (FARMER ESTIMATION/UNIT); What is the area of the plantation?(UNIT),,49.18528314362632,40.84160811412423
Malawi,2010,lon,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,lon_modified,EA Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.0,0.0
Malawi,2010,planting_month,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),,24.833895533067565,43.065636916168245
Malawi,2010,planting_year,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR); In what year were most of these plants/trees planted?,,35.22830652497919,35.22830652497919
Malawi,2010,plotID,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c00; ag_g0b; ag_j00; ag_m0b; ag_p0b,Plot ID,,31.302928397849726,31.21576369935931
Malawi,2010,plot_area_measured_ha,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c04c; ag_j05c,What is the area of this [PLOT]? (Area in Acres); What is the area of this [PLOT]? (GPS MEASURE/AREA IN ACRES),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",34.06003689418078,41.505526198633454
Malawi,2010,plot_area_reported_ha,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c04a; ag_j05a; ag_p02a,What is the area of this [PLOT]? (Area); What is the area of this [PLOT]? (FARMER ESTIMATION/AREA); What is the area of the plantation?(AREA),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",49.104992207056156,40.85709308402532
Malawi,2010,plot_area_reported_localUnit,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c04a; ag_j05a; ag_p02a,What is the area of this [PLOT]? (Area); What is the area of this [PLOT]? (FARMER ESTIMATION/AREA); What is the area of the plantation?(AREA),,49.104992207056156,40.76031202214351
Malawi,2010,season,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,,
