position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique Household Identifier
2,HHID,str32,0,%9s,,Survey Solutions Unique HH Identifier
3,gardenid,str4,0,%9s,,Garden ID
4,plotid,str3,0,%9s,,Plot ID
5,ag_o01,byte,1,%6.0f,ag_o_2_01,Did you or anyone in your HH produce any tree/permanent crops in...
6,ag_o01a,byte,1,%6.0f,ag_o_2_1,WAS THIS PLOT PART OF........
7,ag_o03_2a,str2,0,%9s,,RECORD THE RAINY SEASON GARDEN THAT THE PLOT IS A PART OF.
8,ag_o03_2b,str1,0,%9s,,RECORD DIMBA SEASON GARDEN THAT THE PLOT IS A PART OF.
9,ag_o03_2c,str2,0,%9s,,RECORD TREE/PERMANENT GARDEN THAT THE PLOT IS A PART OF.
10,ag_o04a,double,1,%6.2f,,What is the area of this [PLOT]?
11,ag_o04b,byte,1,%6.0f,ag_o_2_4b,UNIT
12,ag_o04b_oth,str68,0,%68s,,SPECIFY UNIT
13,ag_o04c,double,1,%6.2f,,What is the area of this [PLOT]?  [GPS]
14,ag_o05e,byte,1,%6.0f,ag_o_2_05c,"IF YOU DID NOT RECORD THE GPS COORDINATES, PLEASE SPECIFY REASON."
15,ag_o05e_oth,str136,0,%136s,,PLEASE SPECIFY REASON YOU DID NOT RECORD THE GPS COORDINATES
16,ag_o06,byte,1,%6.0f,,RECORD THE NUMBER OF SATELLITES GPS TRACKED TO CAPTURE PLOT COORDINATES
17,ag_o06a,byte,1,%6.0f,,ENUMERATOR: RECORD GPS ACCURACY
18,ag_o07,byte,1,%6.0f,ag_o_2_07,ENUMERATOR: RECORD THE WEATHER CONDITIONS AT TIME OF MEASUREMENT:
