position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique Household Identifier
2,HHID,str32,0,%9s,,Unique Household Identification IHS5
3,fs_b01a,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) JANUARY"
4,fs_b01b,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) FEBRUARY"
5,fs_b01c,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) MARCH"
6,fs_b01d,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) APRIL"
7,fs_b01e,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) MAY"
8,fs_b01f,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) JUNE"
9,fs_b01g,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) JULY"
10,fs_b01h,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) AUGUST"
11,fs_b01i,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) SEPTEMBER"
12,fs_b01j,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) OCTOBER"
13,fs_b01k,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) NOVEMBER"
14,fs_b01l,str1,0,%9s,,"RECORD EACH MONTH AS HIGH (H), LOW(L), NO FISHING(N) DECEMBER"
15,fs_b02,byte,1,%6.0f,fs_b02,"ENUMERATOR: FOR THE MONTHS THAT ANY FISHING TOOK PLACE IN THE COMMUNITY, WAS THE"
