position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique HH Identifier
2,visit,byte,1,%8.0g,,Panel Visit
3,ea_id,str8,0,%8s,,Unique EA Identifier
4,hh_s01,byte,1,%8.0g,HH_S01,"Over the past 12 months, did you or anyone else in this household borrow on cred"
5,hh_s02,byte,1,%8.0g,HH_S02,Loan number
6,hh_s03,str20,0,%20s,,What are the names of the persons or institutions from whom or anyone else in yo
7,hh_s04,byte,1,%8.0g,HH_S04,Credit source code
8,hh_s05a,byte,1,%8.0g,,First household member responsible for the loan
9,hh_s05b,byte,1,%8.0g,,Second household member responsible for the loan
10,hh_s06,byte,1,%8.0g,HH_S06,What was main reason for obtaining loan?
11,hh_s06_os,str48,0,%48s,,What was main reason for obtaining loan? (Other Specify)
12,hh_s07,long,1,%12.0g,,How much was borrowed?
13,hh_s08a,byte,1,%8.0g,HH_S08A,When did you get the loan (month)?
14,hh_s08b,int,1,%8.0g,,When did you get the loan (year)?
15,hh_s09,byte,1,%8.0g,HH_S09,Is the loan repaid?
16,hh_s10a,byte,1,%8.0g,,Approximately when di you expect to pay back the money (month)?
17,hh_s10b,int,1,%8.0g,,Approximately when did you expect to pay back the money (year)?
18,hh_s11,long,1,%12.0g,,How much did you pay (do you expect to have paid) in total when you will have pa
