position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique HH Identifier
2,visit,byte,1,%8.0g,,Panel Visit
3,ea_id,str8,0,%8s,,Unique EA Identifier
4,ag_o0b,byte,1,%8.0g,T0B,CROP CODE
5,ag_o0b_os,str15,0,%15s,,Crop Code (Other Specify)
6,ag_o01,byte,1,%8.0g,T01,Did you sell any of the harvested [CROP]?
7,ag_o02a,float,1,%9.0g,,How much of the harvested[CROP]was sold in total?(QUANTITY)
8,ag_o02b,byte,1,%8.0g,T02B,How much of the harvested[CROP]was sold in total?(UNIT)
9,ag_o02b_os,str24,0,%24s,,How much of the harvest [CROP] was sold in total? (UNIT)(O/S)
10,ag_o02c,byte,1,%8.0g,T02C,How much of the harvested[CROP]was sold in total?(S/U)
11,ag_o03,long,1,%12.0g,,What was the total value of [CROP] sales?
12,ag_o04,byte,1,%8.0g,,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?
13,ag_o05a,str3,0,%3s,,Who/What were the main buyers/outlets for your[CROP]sales?(ID CODE #1)
14,ag_o05b,str3,0,%3s,,Who/What were the main buyers/outlets for your[CROP]sales?(ID CODE #2)
15,ag_o06a,byte,1,%8.0g,,Who in your HH kept/decided what to do with these earning?(ID CODE #1)
16,ag_o06b,byte,1,%8.0g,,Who in your HH kept/decided what to do with these earning?(ID CODE #2)
17,ag_o07a,byte,1,%8.0g,AG_O06A,When was most of the [CROP] sold? (MONTH)
18,ag_o07b,int,1,%8.0g,,When was most of the [CROP] sold? (YEAR)
19,ag_o08,byte,1,%8.0g,,Approximately how many transactions took place while selling [CROP]?
20,ag_o09,byte,1,%8.0g,AG_O08,What was the main mode of transportation associated with all [CROP] sales?
21,ag_o09_os,str33,0,%33s,,What was the main mode of transport assiciated with all [CROP] sales? (O/S)
22,ag_o10,int,1,%8.0g,,What was the total cost of transportation associated with all [CROP] sales?
23,ag_o11,str3,0,%3s,,Who/What was the[LARGEST BUYER/OUTLET]for your[CROP]sales?
24,ag_o12a,byte,1,%8.0g,,How much of the harvested[CROP]was sold to[LARGEST BUYER/OUTLET]?(QUANT)
25,ag_o12b,byte,1,%8.0g,T05B,How much of the harvested[CROP]was sold to[LARGEST BUYER/OUTLET]?(UNIT)
26,ag_o12b_os,str1,0,%1s,,How much of the harvested [CROP] was sold... (Unit) (other Specify)
27,ag_o12c,byte,1,%8.0g,T05C,How much of the harvested[CROP]was sold to[LARGEST BUYER/OUTLET]?(S/U)
28,ag_o13,long,1,%12.0g,,What was the total value of [CROP]sales to [LARGEST BUYER/OUTLET]?
29,ag_o14a,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #1)
30,ag_o14b,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #2)
31,ag_o15a,byte,1,%8.0g,T08A,When was most of the [CROP] sold? (MONTH)
32,ag_o15b,int,1,%8.0g,T08B,When was most of the [CROP] sold? (YEAR)
33,ag_o16,byte,1,%8.0g,,How many transactions took place while selling[CROP]to[LARGEST BUYER/OUTLET]?
34,ag_o17,byte,1,%8.0g,T10A,What was main mode of transportation associated w/[CROP]sales to [LARGEST BUYER]
35,ag_o17_os,str1,0,%1s,,What was the main mode of transportation associated with the [CROP] sales to
36,ag_o18,int,1,%8.0g,,Total cost of transportation associated w/[CROP]sales to [LARGEST BUYER]?
37,ag_o19,byte,1,%8.0g,T12,Was there another buyer/outlet to whom you sold[CROP]during [RS]?
38,ag_o20,str3,0,%3s,,Who/What was the[2ND LARGEST BUYER/OUTLET]for your[CROP]sales?
39,ag_o21a,byte,1,%8.0g,,How much of the harvested[CROP]was sold to[2ND LARGEST BUYER/OUTLET]?(QUANT)
40,ag_o21b,byte,1,%8.0g,T14B,How much of the harvested[CROP]was sold to[2ND LARGEST BUYER/OUTLET]?(UNIT)
41,ag_o21b_os,byte,1,%8.0g,,How much of the harvested[CROP]was sold to...?(UNIT)(O/S)
42,ag_o21c,byte,1,%8.0g,T14C,How much of the harvested[CROP]was sold to[2ND LARGEST BUYER/OUTLET]?(S/U)
43,ag_o22,int,1,%8.0g,,What was the total value of [CROP]sales to [2ND LARGEST BUYER/OUTLET]?
44,ag_o23a,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #1)
45,ag_o23b,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #2)
46,ag_o24a,byte,1,%8.0g,T17A,When was most of the [CROP] sold? (MONTH)
47,ag_o24b,int,1,%8.0g,T17B,When was most of the [CROP] sold? (YEAR)
48,ag_o25,byte,1,%8.0g,,How many transactions took place while selling[CROP]to[2ND LARGEST BUYER/OUTLET]
49,ag_o26,byte,1,%8.0g,T19A,Main mode of transportation associated w/[CROP]sales to [2ND LARGEST BUYER]?
50,ag_o26_os,str1,0,%1s,,What was the main mode of transportation associated with the [CROP] sales to
51,ag_o27,byte,1,%8.0g,,Total cost of transportation associated w/[CROP]sales to [2ND LARGEST BUYER]?
52,ag_o28,byte,1,%8.0g,T21,Was there another buyer/outlet to whom you sold[CROP]during [RS]?
53,ag_o29,str1,0,%1s,,Who/What was the[3RD LARGEST BUYER/OUTLET]for your[CROP]sales?
54,ag_o30a,byte,1,%8.0g,,How much of the harvested[CROP]was sold to[3RD LARGEST BUYER/OUTLET]?(QUANT)
55,ag_o30b,byte,1,%8.0g,T23B,How much of the harvested[CROP]was sold to[3RD LARGEST BUYER/OUTLET]?(UNIT)
56,ag_o30b_os,byte,1,%8.0g,,How much of the harvested[CROP]was sold to...?(UNIT)(O/S)
57,ag_o30c,byte,1,%8.0g,T23C,How much of the harvested[CROP]was sold to[3RD LARGEST BUYER/OUTLET]?(S/U)
58,ag_o31a,float,1,%9.0g,,Amt of harvested[CROP]during[RS]given as gifts/reimbursements for land/labor?(Q)
59,ag_o31b,byte,1,%8.0g,T24B,Amt of harvested[CROP]during[RS]given as gifts/reimbursements for land/labor?(U)
60,ag_o31b_os,str7,0,%7s,,Amt of harvested[CROP]during[RS]given as gifts/reimbursements for land/labor(U/S
61,ag_o31c,byte,1,%8.0g,T24C,Amt of harvested[CROP]during[RS]given as gifts/reimbursements for land/labor(S/U
62,ag_o32a,float,1,%9.0g,,Amt of [CROP]given as reimbursements for inputs borrowed/acquired on credit?(Q)
63,ag_o32b,byte,1,%8.0g,T25B,Amt of [CROP]given as reimbursements for inputs borrowed/acquired on credit?(U)
64,ag_o32b_os,byte,1,%8.0g,,Amt of [CROP]given as reimbursements for inputs...(U)(O/S)
65,ag_o32c,byte,1,%8.0g,T25C,Amt of [CROP]given as reimbursements for inputs borrowed/acquired on credit?(S/U
66,ag_o33a,float,1,%9.0g,,Amt of harvested[CROP]used for animal feed?(QUANT)
67,ag_o33b,byte,1,%8.0g,T26B,Amt of harvested[CROP]used for animal feed?(UNIT)
68,ag_o33b_os,byte,1,%8.0g,,Amt of harvested[CROP]used for animal feed?(UNIT)(O/S)
69,ag_o33c,byte,1,%8.0g,T26D,Amt of harvested[CROP]used for animal feed?(S/U)
70,ag_o34a,byte,1,%8.0g,,Amt[CROP]used as input for[CROP]by-products that HH sold for cash/in-kind G/S(Q)
71,ag_o34b,byte,1,%8.0g,T27B,Amt[CROP]used as input for[CROP]by-products that HH sold for cash/in-kind G/S(U)
72,ag_o34b_os,byte,1,%8.0g,,Amt[CROP]used as input for[CROP]by-products that HH sold for...(U)(O/S)
73,ag_o34c,byte,1,%8.0g,T27C,Amt[CROP]used as input for[CROP]by-products HH sold for cash/in-kind G/S(S/U)
74,ag_o35a,float,1,%9.0g,,Amt of harvested[CROP]saved for seed?(QUANT)
75,ag_o35b,byte,1,%8.0g,T28B,Amt of harvested[CROP]saved for seed?(UNIT)
76,ag_o35b_os,str12,0,%12s,,Amt of harvested[CROP]saved for seed?(UNIT/SPECIFY)
77,ag_o35c,byte,1,%8.0g,T28C,Amt of harvested[CROP]saved for seed?(S/U)
78,ag_o36a,float,1,%9.0g,,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(Q)"
79,ag_o36b,byte,1,%8.0g,T29B,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(U)"
80,ag_o36c,byte,1,%8.0g,T29C,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(S/U)"
81,ag_o36b_os,str1,0,%1s,,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(U/OS)"
82,ag_o36d,byte,1,%8.0g,,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(%)"
83,ag_o37a,byte,1,%8.0g,T30A,What was the reason for loss?(1ST)
