position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique HH Identifier
2,visit,byte,1,%8.0g,,Panel Visit
3,ea_id,str8,0,%8s,,Unique EA Identifier
4,ag_h0b,byte,1,%8.0g,AG_H0B,Seed Code
5,ag_h0b_os,str13,0,%13s,,Seed Code (Other Specify)
6,ag_h01a,float,1,%9.0g,,"Enumerator: refer to ag-module g, question 5. For each type of seed, compute the"
7,ag_h01b,byte,1,%8.0g,AG_H01B,"Enumerator: refer to ag-module g, question 5. For each type of seed, compute the"
8,ag_h01b_os,str26,0,%26s,,"Enumerator: refer to ag_module g, question 5. For each type of seed...(Unit) (Ot"
9,ag_h02,byte,1,%8.0g,AG_H02,Enumerator: ask the farmer whether these figures correspond to the amount of eac
10,ag_h03,byte,1,%8.0g,AG_H03,During[RS]did all of this [SEED] come from purchases by using coupons/vouchers?
11,ag_h04,byte,1,%8.0g,AG_H04,Did you purchase any[SEED]w/out coupons/vouchers/purchase any[SEED]on credit?
12,ag_h05,byte,1,%8.0g,,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?
13,ag_h06a,str3,0,%3s,,Source of[SEED]you purchased w/out coupons/vouchers/purchased credit?(ID #1)
14,ag_h06b,str3,0,%3s,,Source of[SEED]you purchased w/out coupons/vouchers/purchased credit?(ID #2)
15,ag_h07a,float,1,%9.0g,,How much of[SEED]was purchased w/out coupons/vouchers or purchased on credit(Q)
16,ag_h07b,byte,1,%8.0g,AG_G06B,How much of[SEED]was purchased w/out coupons/vouchers or purchased on credit(U)
17,ag_h07b_os,str18,0,%18s,,How much of[SEED]was purchased w/out coupons/vouchers or...(U)(Other Specify)
18,ag_h08,byte,1,%8.0g,AG_G07,Main mode used to transport[SEED]purchased on credit or w/out coupons/vouchers?
19,ag_h09,int,1,%8.0g,,How much did you pay for transportation to acquire all of the[SEED]?
20,ag_h10,long,1,%12.0g,,Value of all [SEED] purchased w/out coupons/vouchers or purchased on credit?
21,ag_h11,byte,1,%8.0g,AG_G10,How did you finance this [SEED] purchase?
22,ag_h12,int,1,%8.0g,,How much did you pay up-front for this [SEED] purchase?
23,ag_h13,int,1,%8.0g,,How much did you repay/will you repay?
24,ag_h14a,str3,0,%3s,,What was the source of credit for the [SEED] purchase? (ID CODE #1)
25,ag_h14b,str1,0,%1s,,What was the source of credit for the [SEED] purchase? (ID CODE #2)
26,ag_h15,str3,0,%3s,,1st source of[SEED]you purchased w/out coupons/vouchers/purchased credit
27,ag_h16a,float,1,%9.0g,,Amount purchased w/out coupons/vouchers or purchased on credit(1st source)-QUANT
28,ag_h16b,byte,1,%8.0g,AG_H06B,Amount purchased w/out coupons/vouchers or purchased on credit(1st source)-UNIT
29,ag_h16b_os,str23,0,%23s,,Amount purchased w/out coupons/vouchers or purchased-UNIT(O/S)
30,ag_h17,byte,1,%8.0g,AG_H07,Main mode used to transport[SEED]purchased on credit or w/out coupons/vouchers?
31,ag_h17_os,byte,1,%8.0g,,Main mode used to transport[SEED]purchased on credit...?(O/S)
32,ag_h18,int,1,%8.0g,,How much did you pay for transportation to acquire this [SEED]?(1ST)
33,ag_h19,long,1,%12.0g,,What was the value of[SEED]purchased on credit or w/out coupons/vouchers(1st)?
34,ag_h20,byte,1,%8.0g,AG_H10,How did you finance this [SEED] purchase from [FIRST SOURCE]?
35,ag_h21,int,1,%8.0g,,How much did you pay up-front for this [SEED] purchase?
36,ag_h22,int,1,%8.0g,,How much did you repay/will you repay?
37,ag_h23,str3,0,%3s,,What was the source of credit for this [SEED] purchase?
38,ag_h24,byte,1,%8.0g,AG_H14,2nd source from whom you purchased[SEED]w/out coupons/vouchers or on credit?
39,ag_h25,str3,0,%3s,,2nd Source of[SEED]purchased w/out coupons/vouchers or purchased on credit
40,ag_h26a,byte,1,%8.0g,,Amount purchased w/out coupons/vouchers or purchased on credit(2nd source)-QUANT
41,ag_h26b,byte,1,%8.0g,AG_H16B,Amount purchased w/out coupons/vouchers or purchased on credit(2nd source)-UNIT
42,ag_h26b_os,byte,1,%8.0g,,Amount purchased w/out coupons/vouchers or purchased on credit...-UNIT(O/S)
43,ag_h27,byte,1,%8.0g,AG_H17,Main mode used to transport[SEED]purchased on credit or w/out coupons/vouchers?
44,ag_h27_os,byte,1,%8.0g,,Main mode used to transport[SEED]purchased on credit...?(O/S)
45,ag_h28,byte,1,%8.0g,,How much did you pay for transportation to acquire this [SEED]?(2ND)
46,ag_h29,int,1,%8.0g,,What was the value of[SEED]purchased on credit or w/out coupons/vouchers(2nd)?
47,ag_h30,byte,1,%8.0g,AG_H20,How did you finance this [SEED] purchase from [SECOND SOURCE]?
48,ag_h31,byte,1,%8.0g,,How much did you pay up-front for this [SEED] purchase?
49,ag_h32,byte,1,%8.0g,,How much did you repay/will you repay?
50,ag_h33,str1,0,%1s,,What was the source of credit for this [SEED] purchase?
51,ag_h34,byte,1,%8.0g,AG_H24,3rd source from whom you purchased[SEED]w/out coupons/vouchers or on credit?
52,ag_h35,str3,0,%3s,,3rd Source of[SEED]purchased w/out coupons/vouchers or purchased on credit
53,ag_h36a,byte,1,%8.0g,,Amount purchased w/out coupons/vouchers or purchased on credit(3rd source)-QUANT
54,ag_h36b,byte,1,%8.0g,AG_H26B,Amount purchased w/out coupons/vouchers or purchased on credit(3rd source)-UNIT
55,ag_h36b_os,byte,1,%8.0g,,Amount purchased w/out coupons/vouchers or purchased on credit...-UNIT(O/S)
56,ag_h37,byte,1,%8.0g,AG_H27,Did you receive any of the[SEED]for free during the[RS]?
57,ag_h38a,float,1,%9.0g,,How much of[SEED]did you receive in total for free during[RS](QUANT)?
58,ag_h38b,byte,1,%8.0g,AG_H28B,How much of[SEED]did you receive in total for free during[RS](UNIT)?
59,ag_h38b_os,str23,0,%23s,,How much of[SEED]did you receive in total for free during[RS](U)(O/S)?
60,ag_h39a,str3,0,%3s,,"During[RS],from whom did you receive most of the[SEED]for free(1st)?"
61,ag_h39b,str3,0,%3s,,"During[RS],from whom did you receive most of the[SEED]for free(2nd)?"
62,ag_h40,int,1,%8.0g,,Total payment for transportation to acquire all of[SEED]received for free?
63,ag_h41,byte,1,%8.0g,AG_H31,Was any of the[SEED]used during the[RS]left over from a previous season?
64,ag_h42a,float,1,%9.0g,,How much of[SEED]used during[RS]was left over from a previous season(QUANT)?
65,ag_h42b,byte,1,%8.0g,AG_H32B,How much of[SEED]used during[RS]was left over from a previous season(UNIT)?
66,ag_h42b_os,str25,0,%25s,,How much of[SEED]used during[RS]was left over from a previous season(U)(O/S)?
67,ag_h43,byte,1,%8.0g,AG_H33,Why did you choose to use this [SEED]?
68,ag_h43_os,str48,0,%48s,,Why did you choose to use this [SEED]? (Other Specify)
