position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique HH Identifier
2,visit,byte,1,%8.0g,,Panel Visit
3,ea_id,str8,0,%8s,,Unique EA Identifier
4,hh_p0a,int,1,%8.0g,HH_P0A,Source Code
5,hh_p0a_os,str39,0,%39s,,Source Code (Other Specify)
6,hh_p01,byte,1,%8.0g,HH_P01,"During the last 12 months, did you or any members of your household receive [SOU"
7,hh_p02,long,1,%12.0g,,How much [SOURCE] did your household receive in total during the last 12 months?
8,hh_p03a,long,1,%12.0g,,How much of the total [SOURCE] came from rural locations?
9,hh_p03b,long,1,%12.0g,,How much of the total [SOURCE] came from urban locations?
10,hh_p03c,long,1,%12.0g,,How much of the total [SOURCE] came from international locations?
11,hh_p04a,byte,1,%8.0g,,1st in the household kept/decide what to do with these earnings
12,hh_p04b,byte,1,%8.0g,,2nd in the household kept/decide what to do with these earnings
