position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique HH Identifier
2,visit,byte,1,%8.0g,,Panel Visit
3,ea_id,str8,0,%8s,,Unique EA Identifier
4,ag_i0b,byte,1,%8.0g,M0B,CROP CODE
5,ag_i0b_os,str14,0,%14s,,Crop Code (Other Specify)
6,ag_i01,byte,1,%8.0g,M01,Did you sell any of the harvested [CROP]?
7,ag_i02a,float,1,%9.0g,,How much of the harvested[CROP]was sold in total?(QUANTITY)
8,ag_i02b,byte,1,%8.0g,M02B,How much of the harvested[CROP]was sold in total?(UNIT)
9,ag_i02b_os,str10,0,%10s,,How much of the harvested [CROP] was sold in total? (UNIT) (Other Specify)
10,ag_i02c,byte,1,%8.0g,M02C,How much of the harvested[CROP]was sold in total?(S/U)
11,ag_i03,long,1,%12.0g,,What was the total value of [CROP] sales?
12,ag_i04,byte,1,%8.0g,,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?
13,ag_i05a,str3,0,%3s,,Who/What were the main buyers/outlets for your[CROP]sales?(ID CODE #1)
14,ag_i05b,str3,0,%3s,,Who/What were the main buyers/outlets for your[CROP]sales?(ID CODE #2)
15,ag_i06a,byte,1,%8.0g,,Who in your HH kept/decided what to do with these earning?(ID CODE #1)
16,ag_i06b,byte,1,%8.0g,,Who in your HH kept/decided what to do with these earning?(ID CODE #2)
17,ag_i07a,byte,1,%8.0g,AG_H06A,When was most of the [CROP] sold? (MONTH)
18,ag_i07b,int,1,%8.0g,,When was most of the [CROP] sold? (YEAR)
19,ag_i08,byte,1,%8.0g,,Approximately how many transactions took place while selling [CROP]?
20,ag_i09,byte,1,%8.0g,AG_H08,What was the main mode of transportation associated with all [CROP] sales?
21,ag_i09_os,str32,0,%32s,,What was the main mode of transportation associated with all {CROP] sales? (O/S)
22,ag_i10,long,1,%12.0g,,What was the total cost of transportation associated with all [CROP] sales?
23,ag_i11,str3,0,%3s,,Who/What was the[LARGEST BUYER/OUTLET]for your[CROP]sales?
24,ag_i12a,float,1,%9.0g,,How much of the harvested[CROP]was sold to[LARGEST BUYER/OUTLET]?(QUANT)
25,ag_i12b,byte,1,%8.0g,M05B,How much of the harvested[CROP]was sold to[LARGEST BUYER/OUTLET]?(UNIT)
26,ag_i12b_os,str7,0,%7s,,How much of the harvested [CROP] was sold to... (Unit) (Other Specify)
27,ag_i12c,byte,1,%8.0g,M05C,How much of the harvested[CROP]was sold to[LARGEST BUYER/OUTLET]?(S/U)
28,ag_i13,long,1,%12.0g,,What was the total value of [CROP]sales to [LARGEST BUYER/OUTLET]?
29,ag_i14a,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #1)
30,ag_i14b,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #2)
31,ag_i15a,byte,1,%8.0g,M08,When was most of the [CROP] sold? (MONTH)
32,ag_i15b,int,1,%8.0g,,When was most of the [CROP] sold? (YEAR)
33,ag_i16,byte,1,%8.0g,,How many transactions took place while selling[CROP]to[LARGEST BUYER/OUTLET]?
34,ag_i17,byte,1,%8.0g,M10A,What was main mode of transportation associated w/[CROP]sales to [LARGEST BUYER]
35,ag_i17_os,str25,0,%25s,,What was the amin mode of transportation associated with... (Other Specify)
36,ag_i18,long,1,%12.0g,,Total cost of transportation associated w/[CROP]sales to [LARGEST BUYER]?
37,ag_i19,byte,1,%8.0g,M12,Was there another buyer/outlet to whom you sold[CROP]during [RS]?
38,ag_i20,str3,0,%3s,,Who/What was the[2ND LARGEST BUYER/OUTLET]for your[CROP]sales?
39,ag_i21a,int,1,%8.0g,,How much of the harvested[CROP]was sold to[2ND LARGEST BUYER/OUTLET]?(QUANT)
40,ag_i21b,byte,1,%8.0g,M14B,How much of the harvested[CROP]was sold to[2ND LARGEST BUYER/OUTLET]?(UNIT)
41,ag_i21b_os,byte,1,%8.0g,,How much of the harvested[CROP]was sold to...?(UNIT)(O/S)
42,ag_i21c,byte,1,%8.0g,M14C,How much of the harvested[CROP]was sold to[2ND LARGEST BUYER/OUTLET]?(S/U)
43,ag_i22,int,1,%8.0g,,What was the total value of [CROP]sales to [2ND LARGEST BUYER/OUTLET]?
44,ag_i23a,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #1)
45,ag_i23b,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #2)
46,ag_i24a,byte,1,%8.0g,M17A,When was most of the [CROP] sold? (MONTH)
47,ag_i24b,int,1,%8.0g,M17B,When was most of the [CROP] sold? (YEAR)
48,ag_i25,byte,1,%8.0g,,How many transactions took place while selling[CROP]to[2ND LARGEST BUYER/OUTLET]
49,ag_i26,byte,1,%8.0g,M19A,Main mode of transportation associated w/[CROP]sales to [2ND LARGEST BUYER]?
50,ag_i26_os,byte,1,%8.0g,,Main mode of transportation associated w/[CROP]sales to...?(O/S)
51,ag_i27,int,1,%8.0g,,Total cost of transportation associated w/[CROP]sales to [2ND LARGEST BUYER]?
52,ag_i28,byte,1,%8.0g,M21,Was there another buyer/outlet to whom you sold[CROP]during [RS]?
53,ag_i29,str1,0,%1s,,Who/What was the[3RD LARGEST BUYER/OUTLET]for your[CROP]sales?
54,ag_i30a,byte,1,%8.0g,,How much of the harvested[CROP]was sold to[3RD LARGEST BUYER/OUTLET]?(QUANT)
55,ag_i30b,byte,1,%8.0g,M23B,How much of the harvested[CROP]was sold to[3RD LARGEST BUYER/OUTLET]?(UNIT)
56,ag_i30b_os,byte,1,%8.0g,,How much of the harvested[CROP]was sold to...?(UNIT)(O/S)
57,ag_i30c,byte,1,%8.0g,M23C,How much of the harvested[CROP]was sold to[3RD LARGEST BUYER/OUTLET]?(S/U)
58,ag_i31a,float,1,%9.0g,,Amt of harvested[CROP]during[RS]given as gifts/reimbursements for land/labor?(Q)
59,ag_i31b,byte,1,%8.0g,M24B,Amt of harvested[CROP]during[RS]given as gifts/reimbursements for land/labor?(U)
60,ag_i31b_os,str13,0,%13s,,Amt of harvested[CROP]during[RS]given as gifts/reimbursements for land/labor(U/S
61,ag_i31c,byte,1,%8.0g,M24C,Amt of harvested[CROP]during[RS]given as gifts/reimbursements for land/labor(S/U
62,ag_i32a,float,1,%9.0g,,Amt of [CROP]given as reimbursements for inputs borrowed/acquired on credit?(Q)
63,ag_i32b,byte,1,%8.0g,M25F,Amt of [CROP]given as reimbursements for inputs borrowed/acquired on credit?(U)
64,ag_i32b_os,byte,1,%8.0g,,Amt of [CROP]given as reimbursements for inputs...?(U)(O/S)
65,ag_i32c,byte,1,%8.0g,M25H,Amt of [CROP]given as reimbursements for inputs borrowed/acquired on credit?(S/U
66,ag_i33a,int,1,%8.0g,,Amt of harvested[CROP]used for animal feed?(QUANT)
67,ag_i33b,byte,1,%8.0g,M26F,Amt of harvested[CROP]used for animal feed?(UNIT)
68,ag_i33b_os,byte,1,%8.0g,,Amt of harvested[CROP]used for animal feed?(UNIT)(O/S)
69,ag_i33c,byte,1,%8.0g,M26H,Amt of harvested[CROP]used for animal feed?(S/U)
70,ag_i34a,float,1,%9.0g,,Amt[CROP]used as input for[CROP]by-products that HH sold for cash/in-kind G/S(Q)
71,ag_i34b,byte,1,%8.0g,M27B,Amt[CROP]used as input for[CROP]by-products that HH sold for cash/in-kind G/S(U)
72,ag_i34b_os,byte,1,%8.0g,,Amt[CROP]used as input for[CROP]by-products that HH sold for...(U)(O/S)
73,ag_i34c,byte,1,%8.0g,M27C,Amt[CROP]used as input for[CROP]by-products HH sold for cash/in-kind G/S(S/U)
74,ag_i35a,float,1,%9.0g,,Amt of harvested[CROP]saved for seed?(QUANT)
75,ag_i35b,byte,1,%8.0g,M28B,Amt of harvested[CROP]saved for seed?(UNIT)
76,ag_i35b_os,str38,0,%38s,,Amt of harvested[CROP]saved for seed?(UNIT/SPECIFY)
77,ag_i35c,byte,1,%8.0g,M28C,Amt of harvested[CROP]saved for seed?(S/U)
78,ag_i36a,float,1,%9.0g,,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(Q)"
79,ag_i36b,byte,1,%8.0g,M29B,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(U)"
80,ag_i36b_os,str37,0,%37s,,How much of the harvested [CROP] during the 2009/2010... (Unti) (Other Specify)
81,ag_i36c,byte,1,%8.0g,M29C,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(S/U)"
82,ag_i36d,int,1,%8.0g,,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(U/OS)"
83,ag_i36e,byte,1,%8.0g,,"Amt of[CROP]lost to rotting,insects,rodents,theft in post-harvest period?(%)"
