position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique HH Identifier
2,visit,byte,1,%8.0g,,Panel Visit
3,ea_id,str8,0,%8s,,Unique EA Identifier
4,ag_q0b,byte,1,%8.0g,V0B,TREE/PERMANENT CROP CODE
5,ag_q0b_os,str11,0,%11s,,Tree/Permanent Crop Code (Other Specify)
6,ag_q01,byte,1,%8.0g,V01,Did you sell any of the harvested [TREE/PERM CROP]during the last 12 months?
7,ag_q02a,float,1,%9.0g,,How much of the harvested[TREE/PERM CROP]was sold in total?(QUANTITY)
8,ag_q02b,byte,1,%8.0g,V02B,How much of the harvested[TREE/PERM CROP]was sold in total?(UNIT)
9,ag_q02b_os,str11,0,%11s,,How much of the harvested [TREE/PERMANENT CROP] was sold in total... (Unit) (Oth
10,ag_q03,long,1,%12.0g,,What was the total value of [TREE/PERM CROP] sales?
11,ag_q04,byte,1,%8.0g,,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?
12,ag_q05a,str3,0,%3s,,Who/What were the main buyers/outlets for your[TREE/PERM CROP]sales?(ID CODE #1)
13,ag_q05b,str3,0,%3s,,Who/What were the main buyers/outlets for your[TREE/PERM CROP]sales?(ID CODE #2)
14,ag_q06a,byte,1,%8.0g,,Who in your HH kept/decided what to do with these earning?(ID CODE #1)
15,ag_q06b,byte,1,%8.0g,,Who in your HH kept/decided what to do with these earning?(ID CODE #2)
16,ag_q07a,byte,1,%8.0g,,When was most of the [TREE/PERM CROP] sold? (MONTH)
17,ag_q07b,int,1,%8.0g,,When was most of the [TREE/PERM CROP] sold? (YEAR)
18,ag_q08,int,1,%8.0g,,Approximately how many transactions took place while seeling[TREE/PERM CROP]?
19,ag_q09,byte,1,%8.0g,,Main mode of transportation associated w/all[TREE/PERM CROP]sales?
20,ag_q09_os,str16,0,%16s,,Main mode of transportation associated w/all[TREE/PERM CROP]sales? (O/S)
21,ag_q10,int,1,%8.0g,,Total cost of transportation associated w/all[TREE/PERM CROP]sales?
22,ag_q11,str3,0,%3s,,Who/What was the[LARGEST BUYER/OUTLET]for your[TREE/PERM CROP]sales?
23,ag_q12a,float,1,%9.0g,,How much of the harvested[TREE/PERM CROP]was sold to[LARGEST BUYER/OUTLET]?(Q)
24,ag_q12b,byte,1,%8.0g,V05B,How much of the harvested[TREE/PERM CROP]was sold to[LARGEST BUYER/OUTLET]?(U)
25,ag_q12b_os,str11,0,%11s,,How much of the harvested[TREE/PERM CROP]was sold to[LARGEST BUYER/OUTLET]?O/S
26,ag_q13,long,1,%12.0g,,What was the total value of [TREE/PERM CROP]sales to [LARGEST BUYER/OUTLET]?
27,ag_q14a,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #1)
28,ag_q14b,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #2)
29,ag_q15a,byte,1,%8.0g,V08A,When was most of the [TREE/PERM CROP] sold? (MONTH)
30,ag_q15b,int,1,%8.0g,,When was most of the [TREE/PERM CROP] sold? (YEAR)
31,ag_q16,byte,1,%8.0g,,How many transactions took place while selling[TREE/PERM CROP]to[LARGEST BUYER]?
32,ag_q17,byte,1,%8.0g,V10A,Main mode of transport associated w/[TREE/PERM CROP]sales to [LARGEST BUYER]?
33,ag_q17_os,str1,0,%1s,,Main mode of transport associated w/[TREE/PERM CROP]sales to [LARGEST BUYER]?(O/
34,ag_q18,int,1,%8.0g,,Total cost of transport associated w/[TREE/PERM CROP]sales to [LARGEST BUYER]?
35,ag_q19,byte,1,%8.0g,V12,Was there another buyer/outlet to whom you sold[TREE/PERM CROP]during [RS]?
36,ag_q20,str3,0,%3s,,Who/What was the[2ND LARGEST BUYER/OUTLET]for your[TREE/PERM CROP]sales?
37,ag_q21a,byte,1,%8.0g,,Amt of harvested[TREE/PERM CROP]sold to[2ND LARGEST BUYER/OUTLET]?(QUANT)
38,ag_q21b,byte,1,%8.0g,V14B,Amt of harvested[TREE/PERM CROP]sold to[2ND LARGEST BUYER/OUTLET]?(UNIT)
39,ag_q21b_os,byte,1,%8.0g,,Amt of harvested[TREE/PERM CROP]sold to[2ND LARGEST BUYER/OUTLET]?(UNIT)(O/S)
40,ag_q21c,str1,0,%1s,,Amt of harvested[TREE/PERM CROP]sold to[2ND LARGEST BUYER/OUTLET]?(S/U)
41,ag_q22,int,1,%8.0g,,What was the total value of [TREE/PERM CROP]sales to [2ND LARGEST BUYER/OUTLET]?
42,ag_q23a,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #1)
43,ag_q23b,byte,1,%8.0g,,Who in your HH kept decided what to do with these earnings? (ID CODE #2)
44,ag_q24a,byte,1,%8.0g,V17A,When was most of the [TREE/PERM CROP] sold? (MONTH)
45,ag_q24b,int,1,%8.0g,V17B,When was most of the [TREE/PERM CROP] sold? (YEAR)
46,ag_q25,byte,1,%8.0g,,# of transactions took place while selling[TREE/PERM CROP]to[2ND LARGEST BUYER]?
47,ag_q26,byte,1,%8.0g,V19A,Main mode of transportation associated w/[TREE/PERM CROP]sales to[2ND LB]?
48,ag_q26_os,str1,0,%1s,,Main mode of transportation associated w/[TREE/PERM CROP]sales to[2ND LB]?O/S)
49,ag_q27,byte,1,%8.0g,,Total cost of transportation associated w/[TREE/PERM CROP]sales to [2ND LB]?
50,ag_q28,byte,1,%8.0g,V21,Was there another buyer/outlet to whom you sold[TREE/PERM CROP]during [RS]?
51,ag_q29,str3,0,%3s,,Who/What was the[3RD LARGEST BUYER/OUTLET]for your[TREE/PERM CROP]sales?
52,ag_q30a,byte,1,%8.0g,,Amt of harvested[T/PC]sold to[3RD LARGEST BUYER/OUTLET]?(QUANT)
53,ag_q30b,byte,1,%8.0g,V23B,Amt of harvested[T/PC]sold to[3RD LARGEST BUYER/OUTLET]?(UNIT)
54,ag_q30b_os,byte,1,%8.0g,,Amt of harvested[T/PC]sold to[3RD LARGEST BUYER/OUTLET]?(UNIT)(O/S)
55,ag_q30c,byte,1,%8.0g,V23D,Amt of harvested[T/PC]sold to[3RD LARGEST BUYER/OUTLET]?(S/U)
56,ag_q31a,float,1,%9.0g,,Amt of harvested[T/PC]given as gifts/reimbursements for land/labor?(Q)
57,ag_q31b,byte,1,%8.0g,V24B,Amt of harvested[T/PC]given as gifts/reimbursements for land/labor?(U)
58,ag_q31b_os,str17,0,%17s,,Amt of harvested[T/PC]given as gifts/reimbursements for land/labor?O/S
59,ag_q31c,byte,1,%8.0g,V24D,Amt of harvested[T/PC]given as gifts/reimbursements for land/labor(S/U)
60,ag_q32a,float,1,%9.0g,,Amt of[T/PC]given as reimbursements for inputs borrowed/acquired on credit?(Q)
61,ag_q32b,byte,1,%8.0g,V25B,Amt of[T/PC]given as reimbursements for inputs borrowed/acquired on credit?(U)
62,ag_q32b_os,str6,0,%6s,,Amt of[T/PC]given as reimbursements for inputs borrowed/acquired on credit?(U)(O
63,ag_q32c,str1,0,%1s,,Amt of[T/PC]given as reimbursements for inputs borrowed/acquired on credit?(S/U)
64,ag_q33a,int,1,%8.0g,,Amt[T/PC]used as input for[T/PC]by-products that HH sold in market(Q)
65,ag_q33b,byte,1,%8.0g,V26B,Amt[T/PC]used as input for[T/PC]by-products that HH sold in market(U)
66,ag_q33b_os,str1,0,%1s,,Amt[T/PC]used as input for[T/PC]by-products that HH sold in market(U)(O/S)
67,ag_q34a,float,1,%9.0g,,Amt of harvested[T/PC]saved for seed?(QUANT)
68,ag_q34b,byte,1,%8.0g,V27B,Amt of harvested[T/PC]saved for seed?(UNIT)(O/S)
69,ag_q34b_os,str18,0,%18s,,How much of the harvested [TREE/PERMANENT CROP] during... (Unit) (Other Specify)
70,ag_q34c,byte,1,%8.0g,,Amt of harvested[T/PC]saved for seed?(S/U)
71,ag_q35a,float,1,%9.0g,,"Amt of[TREE/PC]lost to rotting,insects,rodents,theft in post-harvest period?(Q)"
72,ag_q35b,byte,1,%8.0g,V28B,"Amt of[TREE/PC]lost to rotting,insects,rodents,theft in post-harvest period?(U)"
73,ag_q35b_os,str5,0,%5s,,"Amt of[TREE/PC]lost to rotting,insects,rodents,theft in post-harvest period?O/S"
74,ag_q35c,byte,1,%8.0g,,"Amt of[TREE/PC]lost to rotting,insects,rodents,theft in post-harvest period?(S/U"
75,ag_q35d,byte,1,%8.0g,,"Amt of[TREE/PC]lost to rotting,insects,rodents,theft in post-harvest period?(%)"
76,ag_q36a,byte,1,%8.0g,V29A,What was the reason for loss?(1ST)
77,ag_q36a_os,str39,0,%39s,,What was the reason for loss?(1ST OTHER SPECIFY)
78,ag_q36b,byte,1,%8.0g,V29B,What was the reason for loss?(2ND)
