position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique HH Identifier
2,visit,byte,1,%8.0g,,Panel Visit
3,ea_id,str8,0,%8s,,Unique EA Identifier
4,ag_d00,str2,0,%2s,,Plot Id
5,ag_d01,byte,1,%8.0g,,"Who in HH makes decisions concerning crops to be planted,input use,timing of cro"
6,ag_d02,byte,1,%8.0g,,ENUMERATOR: Record the ID of the respondent.
7,ag_d03,byte,1,%8.0g,AG_D03,How did your household acquire this [PLOT]?
8,ag_d03_os,str38,0,%38s,,How did your household acquire this [PLOT]?(Other Specify)
9,ag_d04a,byte,1,%8.0g,,Who in this household owns this [PLOT]?(ID CODE #1)
10,ag_d04b,byte,1,%8.0g,,Who in this household owns this [PLOT]?(ID CODE #2)
11,ag_d05,long,1,%12.0g,,"If you were to sell this [PLOT] today, how much could you sell it for?"
12,ag_d06,long,1,%12.0g,,"If you were to rent out this[PLOT]for 12 months,how much could you rent it for?"
13,ag_d07,byte,1,%8.0g,,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?
14,ag_d08a,byte,1,%8.0g,AG_C07A,How much output from[PLOT]did you give as rent in[RS]?(TYPE)
15,ag_d08b,byte,1,%8.0g,,How much output from[PLOT]did you give as rent in[RS]?(QUANT)
16,ag_d08c,byte,1,%8.0g,AG_C07C,How much output from[PLOT]did you give as rent in[RS]?(UNIT)
17,ag_d08c_os,byte,1,%8.0g,,How much output from[PLOT]did you give as rent in[RS]?(UNIT)(O/S)
18,ag_d08d,byte,1,%8.0g,AG_C07D,How much output from[PLOT]did you give as rent in[RS]?(S/U)
19,ag_d09a,long,1,%12.0g,,How much did you pay the owner for the use of[PLOT]in the[RS]?(CASH)
20,ag_d09b,int,1,%8.0g,,How much did you pay the owner for the use of[PLOT]in the[RS]?(IN-KIND)
21,ag_d10a,byte,1,%8.0g,,How much output from[PLOT]will you give as rent in[RS]?(TYPE)
22,ag_d10b,byte,1,%8.0g,,How much output from[PLOT]will you give as rent in[RS]?(QUANT)
23,ag_d10c,byte,1,%8.0g,AG_D07C,How much output from[PLOT]will you give as rent in[RS]?(UNIT)
24,ag_d10c_os,str5,0,%5s,,How much output from[PLOT]will you give as rent in[RS]?(UNIT)(O/S)
25,ag_d10d,byte,1,%8.0g,AG_D07D,How much output from[PLOT]will you give as rent in[RS]?(S/U)
26,ag_d11a,long,1,%12.0g,,How much did you already pay the owner for the use of[PLOT]in the[RS]?(CASH)
27,ag_d11b,int,1,%8.0g,,How much did you already pay the owner for the use of[PLOT]in the[RS]?(IN-KIND)
28,ag_d11c,int,1,%8.0g,,How much do you still have to pay the owner for the use of[PLOT]in the[RS]?(CASH
29,ag_d11d,int,1,%8.0g,,How much do you still have to pay the owner for the use of[PLOT]...?(IN-KIND)
30,ag_d12,byte,1,%8.0g,AG_D09,What period of time did this payment cover?
31,ag_d12_os,str11,0,%11s,,What period of time did this payment cover?(Other Specify)
32,ag_d13a,str3,0,%3s,,Who owns this [PLOT]?(ID CODE #1)
33,ag_d13b,str2,0,%2s,,Who owns this [PLOT]?(ID CODE #2)
34,ag_d14,byte,1,%8.0g,AG_D11,During the [RS] was this [PLOT]...?
35,ag_d14_os,str37,0,%37s,,During the [RS] was this [PLOT]...?(Other Specify)
36,ag_d15,byte,1,%8.0g,,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?
37,ag_d16a,byte,1,%8.0g,AG_C12A,How much output from[PLOT]did you receive as rent in[RS]?(TYPE)
38,ag_d16b,byte,1,%8.0g,,How much output from[PLOT]did you receive as rent in[RS]?(QUANT)
39,ag_d16c,byte,1,%8.0g,AG_C12C,How much output from[PLOT]did you receive as rent in[RS]?(UNIT)
40,ag_d16c_os,byte,1,%8.0g,,How much output from[PLOT]did you receive as rent in[RS]?(UNIT)(O/S)
41,ag_d16d,byte,1,%8.0g,AG_C12D,How much output from[PLOT]did you receive as rent in[RS]?(S/U)
42,ag_d17a,int,1,%8.0g,,How much did you receive from renting out this[PLOT]in the[RS]?(CASH)
43,ag_d17b,byte,1,%8.0g,,How much did you receive from renting out this[PLOT]in the[RS]?(IN-KIND)
44,ag_d18a,byte,1,%8.0g,CROP001,How much output from[PLOT]will you receive as rent in[RS]?(TYPE)
45,ag_d18b,byte,1,%8.0g,,How much output from[PLOT]will you receive as rent in[RS]?(QUANT)
46,ag_d18c,byte,1,%8.0g,AG_D12C,How much output from[PLOT]will you receive as rent in[RS]?(UNIT)
47,ag_d18c_os,byte,1,%8.0g,,How much output from[PLOT]will you receive as rent in[RS]?(UNIT)(O/S)
48,ag_d18d,byte,1,%8.0g,AG_D12D,How much output from[PLOT]will you receive as rent in[RS]?(S/U)
49,ag_d19a,int,1,%8.0g,,How much did you receive from renting out this[PLOT]in the[RS]?(CASH)
50,ag_d19b,byte,1,%8.0g,,How much did you receive from renting out this[PLOT]in the[RS]?(IN-KIND)
51,ag_d19c,int,1,%8.0g,,How much will you receive from renting out this[PLOT]in the[RS]?(CASH)
52,ag_d19d,byte,1,%8.0g,,How much will you receive from renting out this[PLOT]in the[RS]?(IN-KIND)
53,ag_d20a,byte,1,%8.0g,CROP001,What crops were planted on this[PLOT]during the[RS]?(1st)
54,ag_d20b,byte,1,%8.0g,CROP001,What crops were planted on this[PLOT]during the[RS]?(2nd)
55,ag_d20c,byte,1,%8.0g,CROP001,What crops were planted on this[PLOT]during the[RS]?(3rd)
56,ag_d20d,byte,1,%8.0g,CROP001,What crops were planted on this[PLOT]during the[RS]?(4th)
57,ag_d20e,byte,1,%8.0g,CROP001,What crops were planted on this[PLOT]during the[RS]?(5th)
58,ag_d21,byte,1,%8.0g,AG_D15,What is the predominant soil type of this [PLOT]?
59,ag_d21_os,str27,0,%27s,,What is the predominant soil type of this [PLOT]?(Other Specify)
60,ag_d22,byte,1,%8.0g,AG_D16,What is the soil quality of [PLOT]?
61,ag_d23,byte,1,%8.0g,AG_D17,How would you rate the extent of erosion on this [PLOT]?
62,ag_d24a,byte,1,%8.0g,AG_D18A,What are the causes of these erosion problems? (1st)
63,ag_d24a_os,str24,0,%24s,,What are the causes of these erosion problems?(1st)(Other Specify)
64,ag_d24b,byte,1,%8.0g,AG_D18B,What are the causes of these erosion problems? (2nd)
65,ag_d24b_os,str14,0,%14s,,What are the causes of these erosion problems?(2nd)(Other Specify)
66,ag_d25a,byte,1,%8.0g,AG_D19A,What type of erosion control/water harvesting facilities are on this[PLOT]?(1st)
67,ag_d25a_os,str29,0,%29s,,What type of erosion control/water harvesting facilities are on this[PLOT]?(O/S)
68,ag_d25b,byte,1,%8.0g,AG_D19B,What type of erosion control/water harvesting facilities are on this[PLOT]?(2nd)
69,ag_d25b_os,str26,0,%26s,,What type of erosion control/water harvesting facilities are on this[PLOT]?(O/S)
70,ag_d26,byte,1,%8.0g,AG_D20,What is the slope of this [PLOT]?
71,ag_d27,byte,1,%8.0g,AG_D21,Is this [PLOT] swamp/wetland?
72,ag_d28a,byte,1,%8.0g,AG_D22A,What systems of irrigation are on this [PLOT]? (1st)
73,ag_d28a_os,str38,0,%38s,,What systems of irrigation are on this [PLOT]? (1st)(Other Specify)
74,ag_d28b,byte,1,%8.0g,AG_D22B,What systems of irrigation are on this [PLOT]? (2nd)
75,ag_d28b_os,byte,1,%8.0g,,What systems of irrigation are on this [PLOT]? (2nd)(O/S)
76,ag_d29,byte,1,%8.0g,AG_D23,What is the method of obtaining water for this [PLOT]?
77,ag_d29_os,str17,0,%17s,,What is the method of obtaining water for this[PLOT]?(Other Specify)
78,ag_d30,byte,1,%8.0g,AG_D24,What is the source of water on this [PLOT]?
79,ag_d30_os,str17,0,%17s,,What is the source of water on this [PLOT]?(Other Specify)
80,ag_d31,byte,1,%8.0g,AG_D25,"ENUM:Refer to #14,was this plot left fallow during the[RS]?"
81,ag_d32,int,1,%8.0g,AG_D26,What was the most recent year in which this [PLOT] was left fallow?
82,ag_d33,byte,1,%8.0g,,For how many years was it left fallow?
83,ag_d34a,byte,1,%8.0g,AG_D28A,Why was this[PLOT]left fallow?(1st)
84,ag_d34a_os,str39,0,%39s,,Why was this[PLOT]left fallow?(1st)(Other Specify)
85,ag_d34b,byte,1,%8.0g,AG_D28B,Why was this[PLOT]left fallow?(2nd)
86,ag_d34b_os,str15,0,%15s,,Why was this[PLOT]left fallow?(2nd)(Other Specify)
87,ag_d35,byte,1,%8.0g,AG_D29,Was this[PLOT]cultivated (refer to Q#14) or rented in (refer to Q#3)?
88,ag_d36,byte,1,%8.0g,AG_D30,Did you use any organic fertilizer on this[PLOT]during the[RS]?
