position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique HH Identifier
2,visit,byte,1,%8.0g,,Panel Visit
3,ea_id,str8,0,%8s,,Unique EA Identifier
4,ag_k0a,str2,0,%2s,,PLOT ID
5,ag_k01,byte,1,%8.0g,O0B,ENUMERATOR: DID YOU ALREADY LIST THIS PLOT IN AG-MODULE D?
6,ag_k02,byte,1,%8.0g,,"Who in HH makes decisions re crops planted,input use,timing of cropping activiti"
7,ag_k03,byte,1,%8.0g,,ENUMERATOR: Record the ID of the respondent.
8,ag_k04,byte,1,%8.0g,O03A,How did your household acquire this [PLOT]?
9,ag_k04_os,str17,0,%17s,,How did your household acquire this [PLOT]?(Other Specify)
10,ag_k05a,byte,1,%8.0g,,Who in this household owns this [PLOT]?(ID CODE #1)
11,ag_k05b,byte,1,%8.0g,,Who in this household owns this [PLOT]?(ID CODE #2)
12,ag_k06,long,1,%12.0g,,"If you were to sell this[PLOT]today,how much could you sell it for?"
13,ag_k07,long,1,%12.0g,,"If you were to rent out this[PLOT]for 12 months,how much could you rent it for?"
14,ag_k08,byte,1,%8.0g,,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?
15,ag_k09a,byte,1,%8.0g,AG_J07A,How much output from[PLOT]did you give as rent in[RS]?(TYPE)
16,ag_k09b,byte,1,%8.0g,,How much output from[PLOT]did you give as rent in[RS]?(QUANT)
17,ag_k09c,byte,1,%8.0g,AG_J07C,How much output from[PLOT]did you give as rent in[RS]?(UNIT)
18,ag_k09c_os,byte,1,%8.0g,,How much output from[PLOT]did you give...?(UNIT)(O/S)
19,ag_k09d,byte,1,%8.0g,AG_J07D,How much output from[PLOT]did you give as rent in[RS]?(S/U)
20,ag_k10a,long,1,%12.0g,,How much did you pay the owner for the use of[PLOT]in the[RS]?(CASH)
21,ag_k10b,int,1,%8.0g,,How much did you pay the owner for the use of[PLOT]in the[RS]?(IN-KIND)
22,ag_k11a,byte,1,%8.0g,O07A,How much output from[PLOT]will you give as rent in[RS]?(TYPE)
23,ag_k11b,byte,1,%8.0g,,How much output from[PLOT]will you give as rent in[RS]?(QUANT)
24,ag_k11c,byte,1,%8.0g,O07C,How much output from[PLOT]will you give as rent in[RS]?(UNIT)
25,ag_k11c_os,byte,1,%8.0g,,How much output from[PLOT]will you give...?(UNIT)(O/S)
26,ag_k11d,byte,1,%8.0g,O07D,How much output from[PLOT]will you give as rent in[RS]?(S/U)
27,ag_k12a,int,1,%8.0g,,How much did you already pay the owner for the use of[PLOT]in the[RS]?(CASH)
28,ag_k12b,byte,1,%8.0g,,How much did you already pay the owner for the use of[PLOT]in the[RS]?(IN-KIND)
29,ag_k12c,int,1,%8.0g,,How much do you still have to pay the owner for the use of[PLOT]in the[RS]?(CASH
30,ag_k12d,byte,1,%8.0g,,How much do you still have to pay the owner for the use of[PLOT]...?(IN-KIND)
31,ag_k13,byte,1,%8.0g,O09A,What period of time did this payment cover?
32,ag_k13_os,str40,0,%40s,,What period of time did this payment cover?(Other Specify)
33,ag_k14a,str3,0,%3s,,Who owns this [PLOT]?(ID CODE #1)
34,ag_k14b,str3,0,%3s,,Who owns this [PLOT]?(ID CODE #2)
35,ag_k15,byte,1,%8.0g,O11A,During the [RS] was this [PLOT]...?
36,ag_k15_os,str24,0,%24s,,During the [RS] was this [PLOT]...?(Other Specify)
37,ag_k16,byte,1,%8.0g,,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?
38,ag_k17a,byte,1,%8.0g,AG_J12A,How much output from[PLOT]did you receive as rent in[RS]?(TYPE)
39,ag_k17b,byte,1,%8.0g,,How much output from[PLOT]did you receive as rent in[RS]?(QUANT)
40,ag_k17c,byte,1,%8.0g,AG_J12C,How much output from[PLOT]did you receive as rent in[RS]?(UNIT)
41,ag_k17c_os,byte,1,%8.0g,,How much output from[PLOT]did you receive...?(UNIT)(O/S)
42,ag_k17d,byte,1,%8.0g,AG_J12D,How much output from[PLOT]did you receive as rent in[RS]?(S/U)
43,ag_k18a,int,1,%8.0g,,How much did you receive from renting out this[PLOT]in the[RS]?(CASH)
44,ag_k18b,byte,1,%8.0g,,How much did you receive from renting out this[PLOT]in the[RS]?(IN-KIND)
45,ag_k19a,byte,1,%8.0g,O12A,How much output from[PLOT]will you receive as rent in[RS]?(TYPE)
46,ag_k19b,byte,1,%8.0g,,How much output from[PLOT]will you receive as rent in[RS]?(QUANT)
47,ag_k19c,byte,1,%8.0g,O12C,How much output from[PLOT]will you receive as rent in[RS]?(UNIT)
48,ag_k19c_os,byte,1,%8.0g,,How much output from[PLOT]will you receive...?(UNIT)(O/S)
49,ag_k19d,byte,1,%8.0g,O12D,How much output from[PLOT]will you receive as rent in[RS]?(S/U)
50,ag_k20a,int,1,%8.0g,,How much did you receive from renting out this[PLOT]in the[RS]?(CASH)
51,ag_k20b,byte,1,%8.0g,,How much did you receive from renting out this[PLOT]in the[RS]?(IN-KIND)
52,ag_k20c,byte,1,%8.0g,,How much will you receive from renting out this[PLOT]in the[RS]?(CASH)
53,ag_k20d,byte,1,%8.0g,,How much will you receive from renting out this[PLOT]in the[RS]?(IN-KIND)
54,ag_k21a,byte,1,%8.0g,O14A,What crops were planted on this[PLOT]during the[RS]?(1st)
55,ag_k21a_os,str15,0,%15s,,What crops were planted on this[PLOT]during the[RS]?(1st)(O/S)
56,ag_k21b,byte,1,%8.0g,O14B,What crops were planted on this[PLOT]during the[RS]?(2nd)
57,ag_k21b_os,str11,0,%11s,,What crops were planted on this[PLOT]during the[RS]?(2nd)(O/S)
58,ag_k21c,byte,1,%8.0g,O14C,What crops were planted on this[PLOT]during the[RS]?(3rd)
59,ag_k21c_os,byte,1,%8.0g,,What crops were planted on this[PLOT]...?(3rd)(O/S)
60,ag_k21d,byte,1,%8.0g,O14D,What crops were planted on this[PLOT]during the[RS]?(4th)
61,ag_k21d_os,str6,0,%6s,,What crops were planted on this[PLOT]during the[RS]?(4th)(O/S)
62,ag_k21e,byte,1,%8.0g,O14E,What crops were planted on this[PLOT]during the[RS]?(5th)
63,ag_k21e_os,byte,1,%8.0g,,What crops were planted on this[PLOT]...?(5th)(O/S)
64,ag_k22,byte,1,%8.0g,O15A,What is the predominant soil type of this [PLOT]?
65,ag_k22_os,str16,0,%16s,,What is the predominant soil type of this [PLOT]?(Other Specify)
66,ag_k23,byte,1,%8.0g,O16,What is the soil quality of [PLOT]?
67,ag_k24,byte,1,%8.0g,O17,How would you rate the extent of erosion on this [PLOT]?
68,ag_k25a,byte,1,%8.0g,O18A,What are the causes of these erosion problems? (1st)
69,ag_k25a_os,str18,0,%18s,,What are the causes of these erosion problems?(1st)(Other Specify)
70,ag_k25b,byte,1,%8.0g,O18B,What are the causes of these erosion problems? (2nd)
71,ag_k25b_os,str1,0,%1s,,What are the causes of these erosion problems?(2nd)(Other Specify)
72,ag_k26a,byte,1,%8.0g,O19A,What type of erosion control/water harvesting facilities are on this[PLOT]?(1st)
73,ag_k26a_os,str22,0,%22s,,What type of erosion control/water harvesting facilities are on this[PLOT]?(O/S)
74,ag_k26b,byte,1,%8.0g,O19B,What type of erosion control/water harvesting facilities are on this[PLOT]?(2nd)
75,ag_k26b_os,byte,1,%8.0g,,What type of erosion control/water harvesting facilities...?(2nd)(O/S)
76,ag_k27,byte,1,%8.0g,O20,What is the slope of this [PLOT]?
77,ag_k28,byte,1,%8.0g,O21,Is this [PLOT] swamp/wetland?
78,ag_k29a,byte,1,%8.0g,O22A,What systems of irrigation are on this [PLOT]? (1st)
79,ag_k29a_os,str43,0,%43s,,What systems of irrigation are on this [PLOT]? (1st)(Other Specify)
80,ag_k29b,byte,1,%8.0g,O22B,What systems of irrigation are on this [PLOT]? (2nd)
81,ag_k29b_os,str17,0,%17s,,What systems of irrigation are on this [PLOT]? (2nd)(Other Specify)
82,ag_k30,byte,1,%8.0g,O23A,What is the method of obtaining water for this [PLOT]?
83,ag_k30_os,str48,0,%48s,,What is the method of obtaining water for this[PLOT]?(Other Specify)
84,ag_k31,byte,1,%8.0g,O24A,What is the source of water on this [PLOT]?
85,ag_k31_os,str22,0,%22s,,What is the source of water on this [PLOT]?(Other Specify)
86,ag_k32,byte,1,%8.0g,O25,"ENUM:Refer to #14,was this plot left fallow during the[RS]?"
87,ag_k33,int,1,%8.0g,,What was the most recent year in which this [PLOT] was left fallow?(YEAR)
88,ag_k34,byte,1,%8.0g,,For how many years was it left fallow?(NUMBER OF YEARS)
89,ag_k35a,byte,1,%8.0g,O28A,Why was this[PLOT]left fallow?(1st)
90,ag_k35a_os,str36,0,%36s,,Why was this[PLOT]left fallow?(1st)(Other Specify)
