position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique Household Identifier
2,hhid,strL,0,%32s,,Survey Solutions Unique HH Identifier
3,gardenid,str4,0,%4s,,Garden ID
4,ag_i101a,byte,1,%8.0g,ag_i_a1,"During the [RS DIMBA], did you OR any member of your HH cultivate any land?"
5,ag_i102,byte,1,%8.0g,ag_i_1_2,ENUMERATOR: ASK THE FOLLOWING IF THE RESPONDENT ALREADY LISTED ANY GARDEN
6,ag_i102_1,byte,1,%8.0g,ag_i_1_2_1,ENUMERATOR: ASK THE FOLLOWING IF THE RESPONDENT DID NOT LIST ANY GARDEN
7,ag_i105a,double,1,%12.0g,, What is the area of this [GARDEN]?
8,ag_i105b,byte,1,%8.0g,ag_i_1_5b,unit
9,ag_i105b_oth,strL,0,%65s,,SPECIFY UNIT
10,ag_i105a_1,double,1,%12.0g,,What is the area of this [GARDEN]?ENUMERATOR: MAK
11,ag_i106c,byte,1,%8.0g,ag_i06c,"IF YOU DID NOT RECORD THE GPS COORDINATES, PLEASE SPECIFY REASON."
12,ag_i106c_oth,str23,0,%23s,,Please specify the reason you did not record the GPS coordinates
13,ag_i107,byte,1,%8.0g,,NUMBER OF SATELLITES GPS TRACKED TO CAPTURE PLOT COORDINATES
14,ag_i107a,byte,1,%8.0g,,ENUMERATOR: RECORD GPS ACCURACY
15,ag_i108,byte,1,%8.0g,ag_b_1_08,ENUMERATOR: RECORD THE WEATHER CONDITIONS AT TIME OF MEASUREMENT
