position,name,type,isnumeric,format,vallab,varlab
1,case_id,str12,0,%12s,,Unique Household Identifier
2,hhid,strL,0,%32s,,Survey Solutions Unique HH Identifier
3,Fish_SpeciesID,byte,1,%8.0g,,Fish Species ID
4,fs_i02a,byte,1,%8.0g,species,1st Species
5,fs_i02b,byte,1,%8.0g,species,2nd Species
6,fs_i02c,byte,1,%8.0g,species,3rd Species
7,fs_i02d,byte,1,%8.0g,species,4th Species
8,fs_i02e,byte,1,%8.0g,species,5th Species
9,fs_i01,byte,1,%8.0g,fs_i01,ENUMERATOR: CHECK MODULE C WERE ANY HOUSEHOLD MEMBER
10,fs_i02,byte,1,%8.0g,species,list up to 5 main species of fish that..HH have landed as a fisher during the la
11,fs_i02_Oth,str14,0,%14s,,Specify other fish species that you or any member of your household have l
12,fs_i03,byte,1,%8.0g,,How many weeks have you or any member your household landed %rostert
13,fs_i04a,int,1,%8.0g,,"How much [FISH SPECIES]  did you, other members of your household and/or any"
14,fs_i04b,byte,1,%8.0g,fs_i04b,Identify type of packaging for [FISH SPECIES] .
15,fs_i_04c,str18,0,%18s,,Specify other type of packaging.
16,fs_i04d,byte,1,%8.0g,fs_i04d,Identify form of processing for the [FISH SPECIES] .
17,fs_i04e,str19,0,%19s,,Specify other form of processing.
18,fs_i04f,byte,1,%8.0g,fs_i04f,Was there any other form of processing of the fish?
19,fs_i04g,byte,1,%8.0g,,"How much [FISH SPECIES]  did you, other members of your household and/or any"
20,fs_i04h,byte,1,%8.0g,fs_i04h,Identify form of packaging for the [FISH SPECIES] .
21,fs_i04i,byte,1,%8.0g,,Specify other form of packaging.
22,fs_i04j,byte,1,%8.0g,fs_i04j,Identify form of processing for [FISH SPECIES] .
23,fs_i04k,byte,1,%8.0g,,Specify other form of processing.
24,fs_i05a,str6,0,%6s,,"ENUMERATOR: FOR EACH SPECIES, MULTIPLY  THE AMOUNT  LANDED / WEEK B"
25,fs_i05b,byte,1,%8.0g,,PROCESSING TYPE 2:
26,fs_i06a,int,1,%8.0g,,"How much [FISH SPECIES]  did you, other members of your household and/or any"
27,fs_i06b,byte,1,%8.0g,fs_i06b,Identify form of packaging for [FISH SPECIES] .
28,fs_i06c,str19,0,%19s,,Specify other form of packaging.
29,fs_i06d,byte,1,%8.0g,fs_i06d,Identify form of processing for [FISH SPECIES] .
30,fs_i06e,str21,0,%21s,,Specify other form of processing.
31,fs_i06f,byte,1,%8.0g,,"How much [FISH SPECIES]  did you, other members of your household and/or any"
32,fs_i06g,byte,1,%8.0g,fs_i06g,Identify form of packaging for [FISH SPECIES] .
33,fs_i06h,byte,1,%8.0g,,Specify other form of packaging.
34,fs_i06i,byte,1,%8.0g,fs_i06i,Identify form of processing for [FISH SPECIES] .
35,fs_i06j,byte,1,%8.0g,,Specify other form of processing.
36,fs_i07a,byte,1,%8.0g,fs_i07a,ENUMERATOR: ARE THE FIGURES  IN QUESTIONS 5 AND 6 CONSISTENT?
37,fs_i07b,strL,0,%69s,,INDICATE  BELOW THE REASON FOR THE DISCREPANCY BETWEEN  THE TWO CATCH ESTI
38,fs_i08a,long,1,%12.0g,,How much [FISH SPECIES]  did you and/or other members of your household sell
39,fs_i08b,byte,1,%8.0g,fs_i08b,Identify type of packaging for [FISH SPECIES] .
40,fs_i08c,str19,0,%19s,,Specify other type of packaging.
41,fs_i08d,byte,1,%8.0g,fs_i08d,Identify form of processing for [FISH SPECIES] .
42,fs_i08e,str1,0,%1s,,Specify other form of processing.
43,fs_i08f,long,1,%12.0g,,"During the weeks of operation, what was the average price per packaging un"
44,fs_i08g,byte,1,%8.0g,,"How much [FISH SPECIES]  did you, other members of your household and/or any"
45,fs_i08h,byte,1,%8.0g,fs_i08h,Identify type of packaging for [FISH SPECIES] .
46,fs_i08i,byte,1,%8.0g,,Specify other type of packaging.
47,fs_i08j,byte,1,%8.0g,fs_i08j,Identify form of processing for [FISH SPECIES] .
48,fs_i08k,byte,1,%8.0g,,Specify other form of processing.
49,fs_i08l,byte,1,%8.0g,,"During the weeks of operation, what was the average price per packaging un"
50,fs_i09,byte,1,%8.0g,,For how many weeks  did you sell  [FISH SPECIES]  during the last LOW fishin
51,fs_i10a,byte,1,%8.0g,fs_i10a,ENUMERATOR: IS THE NUMBER OF WEEKS IN QUESTION  9 DIFFERENT FROM THE
52,fs_i10b,strL,0,%119s,,PLEASE SPECIFY THE REASON FOR DISCREPANCY BETWEEN THE TWO NUMBERS.
53,fs_i11a,int,1,%8.0g,,How much [FISH SPECIES]  caught by you and/or other members of your househol
54,fs_i11b,byte,1,%8.0g,fs_i11b,Identify type of packaging for [FISH SPECIES] .
55,fs_i11c,str21,0,%21s,,Specify other type of packaging.
56,fs_i11d,byte,1,%8.0g,fs_i11d,Identify form of processing for [FISH SPECIES] .
57,fs_i11e,str13,0,%13s,,Specify other form of processing.
58,fs_i11f,byte,1,%8.0g,,How much [FISH SPECIES]  caught by you and/or other members of your househol
59,fs_i11g,byte,1,%8.0g,fs_i11g,Identify type of packaging for [FISH SPECIES] .
60,fs_i11h,byte,1,%8.0g,,Specify other type of packaging.
61,fs_i11i,byte,1,%8.0g,fs_i11i,Identify form of processing for [FISH SPECIES] .
62,fs_i11j,byte,1,%8.0g,,Specify other form of processing.
63,fs_i12,byte,1,%8.0g,fs_i12,"Overall, during the last LOW fishing season, what share of the tota"
64,fs_i13a,byte,1,%8.0g,fs_i13a,"ENUMERATOR: FOR EACH SPECIES,  THE AMOUNT  LANDED / WEEK SHOULD BE"
65,fs_i13b,strL,0,%112s,,PLEASE INDICATE  BELOW THE REASON FOR THE DISCREPANCY BETWEEN THE TWO CATC
