ea_id,com_cg01,com_cg02,com_cg03,com_cg04,com_cg05,com_cg06,com_cg07,com_cg08,com_cg09,com_cg10,com_cg11,com_cg12,com_cg13,com_cg14,com_cg15,com_cg16,com_cg17,com_cg18,com_cg19,com_cg20,com_cg21,com_cg22,com_cg23,com_cg24,com_cg25,com_cg26,com_cg27,com_cg28,com_cg29,com_cg30,com_cg31,com_cg32,com_cg33,com_cg34
20201109,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,worse,better,better,better,worse,worse,MUCH WORSE,worse,ABOUT THE SAME,better,better,4
20201206,worse,ABOUT THE SAME,better,better,NOT APPLICABLE,worse,worse,worse,better,better,worse,better,better,better,better,better,worse,worse,better,better,worse,worse,NOT APPLICABLE,worse,worse,ABOUT THE SAME,worse,worse,worse,worse,worse,worse,worse,2
20201264,better,better,better,better,NOT APPLICABLE,worse,worse,MUCH WORSE,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,ABOUT THE SAME,better,better,better,worse,worse,MUCH WORSE,worse,worse,worse,ABOUT THE SAME,2
20201269,better,better,worse,better,NOT APPLICABLE,ABOUT THE SAME,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,MUCH WORSE,worse,NOT APPLICABLE,better,better,better,worse,worse,MUCH WORSE,worse,worse,worse,worse,4
20201354,better,better,better,better,ABOUT THE SAME,worse,worse,MUCH WORSE,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,worse,worse,ABOUT THE SAME,better,worse,better,MUCH WORSE,worse,MUCH WORSE,worse,worse,better,ABOUT THE SAME,2
20201450,better,better,better,worse,worse,worse,better,better,better,better,better,better,better,better,better,better,better,worse,ABOUT THE SAME,better,worse,worse,worse,better,better,better,better,better,worse,better,better,better,better,4
20201646,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,better,worse,NOT APPLICABLE,better,worse,better,worse,worse,worse,worse,worse,better,worse,2
20202343,better,better,better,better,better,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,worse,better,worse,worse,worse,worse,worse,worse,worse,worse,2
20203135,better,better,better,better,ABOUT THE SAME,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,MUCH WORSE,MUCH WORSE,worse,worse,worse,better,2
20203494,better,better,better,better,NOT APPLICABLE,worse,MUCH WORSE,better,worse,better,better,better,better,better,better,better,ABOUT THE SAME,worse,better,better,worse,worse,worse,better,better,worse,worse,worse,MUCH WORSE,worse,worse,worse,better,4
20203656,better,better,better,better,better,worse,worse,MUCH WORSE,better,better,better,better,better,better,better,better,better,worse,better,better,better,better,NOT APPLICABLE,better,better,better,worse,better,MUCH WORSE,better,better,worse,worse,2
20203694,better,better,better,better,NOT APPLICABLE,worse,better,worse,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,NOT APPLICABLE,worse,worse,better,worse,MUCH WORSE,MUCH WORSE,worse,worse,worse,worse,4
20204124,better,better,better,better,NOT APPLICABLE,worse,worse,worse,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,better,better,better,better,better,better,worse,worse,NOT APPLICABLE,better,better,better,worse,better,MUCH WORSE,worse,better,better,worse,4
20204712,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse,better,2
20205207,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,better,better,better,better,better,better,better,better,better,better,better,MUCH WORSE,MUCH WORSE,worse,better,better,better,better,better,MUCH WORSE,better,worse,better,ABOUT THE SAME,4
20205484,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,worse,better,better,better,better,better,ABOUT THE SAME,worse,better,better,worse,worse,NOT APPLICABLE,better,worse,better,worse,MUCH WORSE,MUCH WORSE,worse,worse,better,better,2
20205525,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,NOT APPLICABLE,worse,better,better,better,worse,MUCH WORSE,worse,worse,worse,better,4
20205634,better,better,better,better,NOT APPLICABLE,worse,worse,worse,worse,worse,better,better,better,better,better,better,better,worse,better,better,worse,worse,worse,better,better,better,worse,worse,MUCH WORSE,worse,worse,ABOUT THE SAME,ABOUT THE SAME,2
20205700,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,worse,worse,NOT APPLICABLE,better,better,NOT APPLICABLE,better,worse,MUCH WORSE,better,better,worse,better,4
20205721,better,better,better,better,ABOUT THE SAME,worse,NOT APPLICABLE,worse,better,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,MUCH WORSE,worse,worse,worse,worse,worse,worse,worse,better,worse,4
20206243,better,ABOUT THE SAME,better,better,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,worse,worse,better,better,better,better,better,better,better,better,worse,better,better,better,better,worse,better,better,better,worse,MUCH WORSE,MUCH WORSE,worse,worse,worse,worse,2
20206362,better,better,better,better,better,MUCH WORSE,worse,better,better,better,better,better,better,better,better,better,worse,worse,better,better,worse,worse,worse,better,better,better,better,worse,worse,worse,worse,ABOUT THE SAME,better,4
20220038,better,better,ABOUT THE SAME,better,better,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,worse,worse,worse,better,better,ABOUT THE SAME,worse,better,worse,better,better,worse,worse,2
20220153,better,better,better,better,better,worse,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,better,NOT APPLICABLE,better,better,better,worse,worse,better,worse,better,better,worse,4
20301075,better,better,better,better,NOT APPLICABLE,worse,worse,worse,worse,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,worse,worse,better,better,worse,worse,MUCH WORSE,worse,worse,ABOUT THE SAME,ABOUT THE SAME,2
20302432,better,better,better,better,NOT APPLICABLE,worse,worse,MUCH WORSE,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,worse,worse,better,better,better,worse,MUCH WORSE,worse,worse,better,better,2
20302539,better,better,better,better,better,worse,NOT APPLICABLE,worse,better,better,better,better,better,better,better,better,ABOUT THE SAME,worse,worse,better,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,better,worse,better,better,better,worse,worse,better,better,better,2
20302592,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,worse,better,better,better,better,worse,worse,worse,worse,ABOUT THE SAME,ABOUT THE SAME,4
20303065,better,better,better,better,better,worse,better,worse,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,better,worse,better,better,better,MUCH WORSE,MUCH WORSE,worse,worse,ABOUT THE SAME,worse,4
20303447,better,better,better,better,NOT APPLICABLE,worse,better,worse,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,NOT APPLICABLE,better,worse,better,worse,worse,MUCH WORSE,better,worse,better,better,4
20303654,better,ABOUT THE SAME,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,worse,better,better,better,worse,worse,worse,worse,worse,better,ABOUT THE SAME,3
20304084,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,worse,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,worse,better,better,worse,better,MUCH WORSE,worse,worse,worse,better,4
20304164,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,worse,worse,better,better,worse,worse,better,better,worse,ABOUT THE SAME,better,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,better,2
20304285,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,ABOUT THE SAME,better,better,better,worse,worse,MUCH WORSE,worse,worse,better,better,4
20304314,better,better,better,better,NOT APPLICABLE,worse,better,better,better,better,better,better,better,better,better,better,better,worse,better,better,worse,worse,better,better,worse,worse,better,better,MUCH WORSE,worse,worse,better,better,4
20304662,worse,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,MUCH WORSE,MUCH WORSE,worse,worse,worse,worse,2
20304680,better,better,better,better,ABOUT THE SAME,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,better,better,better,better,worse,better,worse,worse,worse,worse,worse,ABOUT THE SAME,better,2
20305023,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,worse,worse,better,better,better,better,better,better,better,NOT APPLICABLE,worse,better,better,better,better,NOT APPLICABLE,better,better,NOT APPLICABLE,NOT APPLICABLE,worse,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,better,better,2
20305172,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,better,better,worse,better,better,better,better,better,worse,better,better,worse,worse,better,worse,better,better,better,better,MUCH WORSE,worse,worse,better,better,2
20305301,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,worse,better,better,better,worse,worse,worse,worse,worse,better,better,2
20305340,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,better,better,better,better,better,better,better,ABOUT THE SAME,NOT APPLICABLE,better,better,worse,worse,NOT APPLICABLE,better,better,worse,worse,MUCH WORSE,MUCH WORSE,worse,worse,better,better,4
20305382,better,better,better,better,NOT APPLICABLE,worse,worse,worse,worse,better,better,worse,better,better,better,better,better,worse,better,better,worse,worse,better,worse,worse,better,worse,worse,worse,worse,worse,better,better,2
20305717,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,worse,better,better,better,better,better,better,worse,better,better,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,worse,MUCH WORSE,worse,worse,better,better,2
20306272,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,ABOUT THE SAME,better,better,better,better,better,worse,better,worse,better,better,NOT APPLICABLE,better,better,NOT APPLICABLE,worse,worse,worse,worse,worse,ABOUT THE SAME,better,2
20306296,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,worse,worse,worse,worse,MUCH WORSE,worse,better,MUCH WORSE,MUCH WORSE,worse,worse,better,better,2
20306433,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,better,better,worse,worse,better,better,better,worse,MUCH WORSE,worse,worse,better,better,4
20306557,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,worse,worse,worse,better,worse,worse,worse,worse,MUCH WORSE,worse,worse,better,better,2
20320675,better,better,better,better,better,worse,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,worse,worse,better,better,better,better,worse,better,MUCH WORSE,worse,worse,worse,worse,4
20401171,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,worse,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,NOT APPLICABLE,better,better,worse,better,better,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,4
20401627,better,better,better,better,better,MUCH WORSE,NOT APPLICABLE,MUCH WORSE,better,better,better,better,better,better,better,better,worse,NOT APPLICABLE,better,better,better,better,worse,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,better,4
20401737,better,better,better,better,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,better,better,better,MUCH WORSE,MUCH WORSE,better,MUCH BETTER,better,better,MUCH WORSE,NOT APPLICABLE,NOT APPLICABLE,worse,MUCH WORSE,better,MUCH WORSE,worse,better,better,worse,worse,worse,worse,better,MUCH BETTER,MUCH BETTER,2
20402045,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,ABOUT THE SAME,better,better,better,better,better,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,4
20402072,better,better,better,better,better,worse,worse,worse,better,better,better,better,better,better,better,better,worse,worse,worse,ABOUT THE SAME,better,better,worse,better,ABOUT THE SAME,ABOUT THE SAME,worse,worse,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,4
20402198,ABOUT THE SAME,better,better,better,worse,worse,NOT APPLICABLE,worse,better,better,better,better,better,better,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse,better,ABOUT THE SAME,2
20402201,better,better,better,better,ABOUT THE SAME,worse,worse,worse,better,better,better,better,better,better,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,worse,worse,worse,worse,better,better,ABOUT THE SAME,worse,worse,worse,worse,worse,better,better,2
20402298,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,NOT APPLICABLE,better,better,better,better,worse,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,better,3
20403049,better,better,better,better,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,worse,better,better,better,better,better,better,better,better,worse,NOT APPLICABLE,better,better,worse,better,better,better,better,better,better,better,better,better,better,better,better,4
20403668,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,better,worse,better,better,better,better,better,worse,worse,MUCH WORSE,better,worse,worse,worse,better,better,better,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,better,ABOUT THE SAME,1
20403697,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,better,better,better,better,better,better,better,worse,NOT APPLICABLE,better,better,better,better,NOT APPLICABLE,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,better,3
20404032,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,worse,better,better,better,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,worse,better,better,MUCH WORSE,better,better,better,MUCH WORSE,worse,MUCH WORSE,ABOUT THE SAME,better,better,MUCH WORSE,2
20404509,NOT APPLICABLE,better,better,better,NOT APPLICABLE,worse,worse,NOT APPLICABLE,better,better,better,better,better,better,better,better,ABOUT THE SAME,NOT APPLICABLE,better,better,better,better,NOT APPLICABLE,better,better,better,ABOUT THE SAME,better,better,better,better,better,ABOUT THE SAME,4
20404575,ABOUT THE SAME,better,better,better,ABOUT THE SAME,better,better,worse,better,better,worse,worse,better,better,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,worse,worse,better,worse,worse,worse,worse,worse,worse,worse,worse,worse,ABOUT THE SAME,worse,2
20404660,NOT APPLICABLE,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,worse,better,better,better,better,better,ABOUT THE SAME,NOT APPLICABLE,better,better,ABOUT THE SAME,better,worse,worse,better,better,better,better,ABOUT THE SAME,better,better,better,better,4
20405132,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,worse,NOT APPLICABLE,better,better,better,better,worse,ABOUT THE SAME,worse,better,worse,worse,better,better,better,better,better,4
20405366,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,worse,better,better,better,better,better,MUCH WORSE,NOT APPLICABLE,NOT APPLICABLE,worse,ABOUT THE SAME,ABOUT THE SAME,worse,ABOUT THE SAME,better,better,ABOUT THE SAME,worse,worse,better,better,better,ABOUT THE SAME,4
20405704,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,better,worse,worse,better,better,better,better,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,worse,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,better,worse,ABOUT THE SAME,better,better,better,better,better,3
20406177,NOT APPLICABLE,better,better,better,NOT APPLICABLE,worse,MUCH WORSE,worse,better,better,better,better,better,better,better,better,worse,NOT APPLICABLE,better,better,better,better,better,better,better,better,ABOUT THE SAME,worse,better,better,better,better,better,4
20406348,better,better,better,better,NOT APPLICABLE,worse,MUCH WORSE,worse,better,better,better,better,better,better,better,better,better,NOT APPLICABLE,better,better,better,better,worse,ABOUT THE SAME,better,better,better,ABOUT THE SAME,better,better,better,better,better,4
20406598,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,ABOUT THE SAME,better,better,better,better,better,worse,worse,worse,worse,worse,worse,worse,ABOUT THE SAME,better,better,worse,worse,better,worse,worse,better,ABOUT THE SAME,2
20407398,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,better,worse,better,better,better,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,worse,worse,worse,worse,worse,better,better,worse,worse,better,worse,better,better,ABOUT THE SAME,2
20407481,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,MUCH WORSE,MUCH WORSE,worse,better,better,better,worse,better,MUCH BETTER,better,better,better,ABOUT THE SAME,NOT APPLICABLE,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,better,ABOUT THE SAME,worse,MUCH WORSE,MUCH WORSE,worse,ABOUT THE SAME,better,NOT APPLICABLE,1
20421229,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,worse,worse,better,better,worse,worse,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,worse,worse,better,better,better,better,worse,worse,worse,better,ABOUT THE SAME,ABOUT THE SAME,2
20501111,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,4
20501330,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,better,better,better,better,worse,better,better,better,better,4
20501664,better,MUCH BETTER,MUCH BETTER,better,NOT APPLICABLE,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,worse,better,better,better,better,better,4
20502159,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,4
20502240,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,ABOUT THE SAME,worse,better,ABOUT THE SAME,better,worse,MUCH BETTER,better,better,worse,worse,better,worse,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,worse,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,MUCH WORSE,ABOUT THE SAME,worse,ABOUT THE SAME,ABOUT THE SAME,worse,2
20502740,MUCH BETTER,better,better,better,worse,MUCH BETTER,better,worse,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,worse,worse,NOT APPLICABLE,better,better,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,4
20502758,better,better,better,better,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,better,ABOUT THE SAME,better,better,better,better,worse,worse,ABOUT THE SAME,worse,worse,ABOUT THE SAME,better,4
20503239,better,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,NOT APPLICABLE,MUCH WORSE,worse,better,worse,worse,worse,worse,better,ABOUT THE SAME,better,better,MUCH BETTER,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,MUCH WORSE,ABOUT THE SAME,better,ABOUT THE SAME,worse,worse,MUCH WORSE,ABOUT THE SAME,worse,better,worse,1400
20503476,better,MUCH BETTER,MUCH BETTER,better,NOT APPLICABLE,worse,worse,worse,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,ABOUT THE SAME,better,better,worse,worse,worse,better,better,better,better,better,worse,worse,better,better,better,4
20504373,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,4
20504729,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,4
20505317,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,worse,MUCH BETTER,better,better,better,MUCH BETTER,better,better,MUCH BETTER,better,better,better,better,ABOUT THE SAME,worse,worse,better,ABOUT THE SAME,better,better,MUCH BETTER,worse,worse,better,better,worse,better,7500
20505648,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,worse,worse,better,MUCH BETTER,better,better,better,better,better,better,better,better,better,better,better,worse,worse,worse,better,worse,better,worse,MUCH WORSE,better,better,better,better,better,2
20506412,better,MUCH BETTER,MUCH BETTER,better,NOT APPLICABLE,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,4
20507089,better,MUCH BETTER,MUCH BETTER,better,NOT APPLICABLE,worse,worse,ABOUT THE SAME,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,ABOUT THE SAME,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,better,4
20507371,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,better,MUCH BETTER,better,better,better,better,better,better,ABOUT THE SAME,worse,better,ABOUT THE SAME,better,better,better,better,better,better,worse,better,better,better,better,4
20507422,better,better,better,better,NOT APPLICABLE,better,MUCH WORSE,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,4
20507459,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,MUCH BETTER,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,ABOUT THE SAME,better,better,better,worse,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,4
20507571,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,worse,worse,worse,ABOUT THE SAME,better,4
20508349,better,better,better,better,worse,better,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,ABOUT THE SAME,better,better,MUCH BETTER,better,better,better,worse,ABOUT THE SAME,better,better,better,worse,ABOUT THE SAME,better,better,worse,better,worse,worse,ABOUT THE SAME,better,better,9
20508547,better,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,NOT APPLICABLE,MUCH BETTER,better,better,better,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,better,better,better,better,better,better,better,better,better,4
20510584,worse,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,better,better,ABOUT THE SAME,better,better,better,better,better,ABOUT THE SAME,worse,worse,better,better,better,better,4
20520255,better,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,NOT APPLICABLE,MUCH BETTER,better,better,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,better,better,better,better,better,better,better,better,better,4
20520582,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,4
20601141,ABOUT THE SAME,better,better,worse,worse,worse,worse,better,worse,worse,better,better,better,better,ABOUT THE SAME,better,worse,worse,better,better,better,NOT APPLICABLE,worse,better,better,better,better,MUCH BETTER,ABOUT THE SAME,better,worse,better,better,4
20601626,better,better,better,better,better,worse,worse,better,better,better,worse,better,better,better,better,better,ABOUT THE SAME,worse,worse,better,better,better,worse,worse,worse,better,better,worse,better,better,better,worse,worse,4
20601658,better,better,better,better,worse,worse,worse,better,better,better,worse,better,better,better,worse,worse,better,worse,better,better,better,better,worse,worse,worse,better,worse,better,better,worse,worse,better,worse,1
20601701,worse,better,better,better,worse,worse,worse,worse,worse,NOT APPLICABLE,worse,better,better,better,worse,worse,better,worse,better,better,better,better,worse,ABOUT THE SAME,better,better,better,NOT APPLICABLE,better,better,worse,better,better,2
20602363,MUCH BETTER,MUCH BETTER,better,better,worse,worse,worse,worse,better,better,ABOUT THE SAME,better,MUCH BETTER,better,better,better,worse,worse,better,better,better,better,worse,better,worse,better,worse,better,better,better,better,better,worse,2
20602479,worse,better,better,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,ABOUT THE SAME,better,worse,better,better,MUCH BETTER,worse,MUCH BETTER,MUCH BETTER,better,better,MUCH BETTER,better,2
20602607,better,better,better,better,worse,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,better,better,better,better,worse,better,better,better,worse,better,better,ABOUT THE SAME,worse,better,better,2
20602617,better,better,better,better,worse,worse,worse,worse,better,better,worse,worse,MUCH BETTER,better,better,better,better,worse,better,worse,better,better,worse,worse,worse,better,ABOUT THE SAME,better,worse,worse,worse,better,better,2
20603090,worse,better,better,better,worse,worse,worse,better,worse,better,worse,better,better,better,better,better,worse,worse,better,better,better,better,worse,better,better,better,worse,better,worse,worse,worse,better,worse,2
