position,name,type,isnumeric,format,vallab,varlab
1,occ,byte,1,%9.0g,,Case Section Roster / Line Occurrence Sequence for O/S Merge
2,y2_hhid,str8,0,%9s,,Unique Household Identification IHPS
3,qx_type,byte,1,%8.0g,HH_A02,"Sample Group (Panel A, Panel B)"
4,interview_status,byte,1,%24.0g,stat,Household Interview Status
5,ag_c00,str3,0,%9s,,Plot ID
6,ag_c02,str25,0,%25s,,Plot Name
7,ag_c03_2,str4,0,%9s,,2012/2013 GARDEN ID OF THE GARDEN THAT THE PLOT IS A PART OF.
8,ag_c04a,float,1,%9.0g,,What is the area of this [PLOT]? (AREA)
9,ag_c04b,byte,1,%15.0g,AG_C04B,What is the area of this [PLOT]? (UNIT)
10,ag_c04c,float,1,%9.0g,,What is the area of this [PLOT]? (GPS AREA IN ACRES)
11,ag_c05e,byte,1,%17.0g,AG_C05E,REASON DID NOT RECORD GPS COORDINATES
12,ag_c06,byte,1,%8.0g,,ENUMERATOR: RECORD NUMBER OF SATELLITES GPS TRACKED TO CAPTURE PLOT COORDINATES
13,ag_c07,byte,1,%39.0g,AG_C07,ENUMERATOR: RECORD THE WEATHER CONDITIONS AT TIME OF MEASUREMENT
